Name_lang,ID,Field_9_0_1_33978_001,PlayerConditionID,ReagentType,Field_10_0_2_46091_005,Field_11_2_0_61476_006
,12,1,0,0,0,0
Changement de niveau d’objet - majeur,16,0,0,0,0,0
Définir une caractéristique secondaire,17,0,0,0,0,0
,31,0,0,0,0,0
Changement de niveau d’objet - mineur,46,0,0,0,0,0
,47,0,0,0,0,0
,48,0,0,0,0,0
,49,0,0,0,0,0
,50,0,0,0,0,0
Définir une caractéristique secondaire,67,0,0,0,0,0
Définir une caractéristique secondaire,72,0,0,0,0,0
Définir une caractéristique secondaire,73,0,0,0,0,0
Définir une caractéristique secondaire,74,0,0,0,0,0
Définir une caractéristique secondaire,75,0,0,0,0,0
Changement de niveau d’objet - mineur,77,0,0,0,0,0
Augmentation du rang,78,0,92156,0,0,0
Ajout d’amélioration des Progéniteurs,79,0,95770,0,0,0
Test Ore (DNT),80,1,0,1,0,0
Draconium Ore (DNT),81,0,0,1,0,0
Primal Molten Alloy (DNT),82,0,0,1,0,0
Frostfire Alloy (DNT),83,0,0,1,0,0
Obsidian Seared Alloy (DNT),84,0,0,1,0,0
Infurious Alloy (DNT),85,0,0,1,0,0
Composants optionnels sans variation de qualité,86,0,0,0,0,0
Composants optionnels avec variation de qualité,87,0,0,0,0,0
Composants optionnels avec et sans variation de qualité,88,0,0,0,0,0
Test finishing reagent (DNT),89,0,0,2,0,0
Test finishing reagent Slot (DNT),90,0,0,2,0,0
Catalyseur alchimique,91,2,0,2,2,0
Clairvoyance illustre inférieure,92,2,0,2,2,0
Clairvoyance illustre,93,2,0,2,2,0
Catalyseur alchimique,94,2,0,2,2,0
Hochenblume (DNT),98,0,0,1,0,0
Writhebark (DNT),99,0,0,1,0,0
Saxifrage (DNT),100,0,0,1,0,0
Bubble Poppy (DNT),101,0,0,1,0,0
Primal Convergent (DNT),102,0,0,1,0,0
Omnium Draconis (DNT),103,0,0,1,0,0
Draconic Vial (DNT),104,0,0,1,0,0
Elemental Potion of Power (DNT),105,0,0,1,0,0
Phial of Tepid Versatility (DNT),106,0,0,1,0,0
Phial of Elemental Chaos (DNT),107,0,0,1,0,0
Potion of Frozen Focus (DNT),108,0,0,1,0,0
Augmentation du rang,110,0,92156,0,0,0
Imprégnation de puissance,111,2,0,0,1,0
Ajout d’embellissement,112,0,0,0,1,0
Serevite Ore (DNT),114,0,0,1,0,0
Renforcement par une matrice d’entraînement,116,0,0,0,1,0
Khaz'gorite Ore (DNT),117,0,0,1,0,0
Ajout d’embellissement,123,0,0,0,1,0
Liquide d’extinction,124,2,0,2,2,0
Personnaliser les caractéristiques secondaires,125,2,0,0,0,0
Imprégnation de puissance,126,0,0,0,1,0
Queen's Ruby (DNT),128,0,0,1,0,0
Mystic Sapphire (DNT),129,0,0,1,0,0
Vibrant Emerald (DNT),130,0,0,1,0,0
Sundered Onyx (DNT),131,0,0,1,0,0
Eternity Amber (DNT),132,0,0,1,0,0
Alexstraszite (DNT),133,0,0,1,0,0
Malygite (DNT),134,0,0,1,0,0
Ysemerald (DNT),135,0,0,1,0,0
Neltharite (DNT),136,0,0,1,0,0
Nozdorite (DNT),137,0,0,1,0,0
Illimited Diamond (DNT),138,0,0,1,0,0
Frameless Lens (DNT),140,0,0,1,0,0
Glossy Stone (DNT),142,0,0,1,0,0
Shimmering Clasp (DNT),143,0,0,1,0,0
Projection Prism (DNT),145,0,0,1,0,0
Resilient Leather (DNT),146,0,0,1,0,0
Adamant Scales (DNT),147,0,0,1,0,0
Dense Hide (DNT),148,0,0,1,0,0
Lustrous Scaled Hide (DNT),149,0,0,1,0,0
Stonecrust Hide (DNT),150,0,0,1,0,0
Mireslush Hide (DNT),151,0,0,1,0,0
Infurious Hide (DNT),153,0,0,1,0,0
Earthshine Scales (DNT),155,0,0,1,0,0
Frostbite Scales (DNT),156,0,0,1,0,0
Infurious Scales (DNT),157,0,0,1,0,0
Silken Gemdust (DNT),158,0,0,1,0,0
Elemental Harmony (DNT),159,0,0,1,0,0
Vibrant Spellthread (DNT),169,0,0,1,0,0
Frozen Spellthread (DNT),170,0,0,1,0,0
Temporal Spellthread (DNT),171,0,0,1,0,0
Wildercloth Bolt (DNT),172,0,0,1,0,0
Azureweave Bolt (DNT),173,0,0,1,0,0
Chronocloth Bolt (DNT),174,0,0,1,0,0
Vibrant Wildercloth Bolt (DNT),175,0,0,1,0,0
Infurious Wildercloth Bolt (DNT),176,0,0,1,0,0
Spool of Wilderthread (DNT),177,0,0,1,0,0
Ajout d’embellissement,178,0,0,0,1,0
Ajout d’embellissement,179,0,0,0,1,0
Ajout d’embellissement,180,0,0,0,1,0
Fil de broderie,181,2,0,2,2,0
Chiffon de polissage,182,2,0,2,2,0
Ajout d’embellissement,183,0,0,0,1,0
Huile de tannage,184,2,0,2,2,0
Agent de traitement,185,2,0,2,2,0
Fiery Spirit (DNT),186,0,0,1,0,0
Renforcement par une matrice d’entraînement,189,0,0,0,1,0
,190,0,0,2,2,0
Derniers petits détails,192,0,0,2,2,0
Ingrédient secret,193,0,0,2,2,0
Handful of Serevite Bolts (DNT),194,0,0,1,0,0
Shock-Spring Coil (DNT),195,0,0,1,0,0
Everburning Blasting Powder (DNT),196,0,0,1,0,0
Greased-Up Gears (DNT),197,0,0,1,0,0
Arclight Capacitor (DNT),198,0,0,1,0,0
Reinforced Machine Chassis (DNT),199,0,0,1,0,0
Assorted Safety Fuses (DNT),200,0,0,1,0,0
Primal Deconstruction Charge (DNT),201,0,0,1,0,0
Cachet de Sombrelune,202,2,0,0,0,0
Refreshing Healing Potion (DNT),203,0,0,1,0,0
Aerated Mana Potion (DNT),204,0,0,1,0,0
Potion of Gusts (DNT),205,0,0,1,0,0
Creature Combustion Canister (DNT),206,0,0,1,0,0
Draconium Gun Shoes (DNT),207,0,0,1,0,0
Gravitational Displacer (DNT),208,0,0,1,0,0
Blazing Ink (DNT),209,0,0,1,0,0
Cosmic Ink (DNT),210,0,0,1,0,0
Flourishing Ink (DNT),211,0,0,1,0,0
Burnished Ink (DNT),212,0,0,1,0,0
Serene Ink (DNT),213,0,0,1,0,0
Serene Pigment (DNT),214,0,0,1,0,0
Flourishing Pigment (DNT),215,0,0,1,0,0
Blazing Pigment (DNT),216,0,0,1,0,0
Shimmering Pigment (DNT),217,0,0,1,0,0
Chilled Rune (DNT),218,0,0,1,0,0
Runed Writhebark (DNT),219,0,0,1,0,0
Potion of the Hushed Zephyr (DNT),220,0,0,1,0,0
Sable de séchage,221,2,0,2,2,0
Personnaliser une caractéristique d’artisanat,222,0,0,0,0,0
Composants de sécurité,223,2,0,0,0,0
Amplifie une caractéristique secondaire,224,2,0,0,0,0
Amplifie une caractéristique secondaire,225,0,0,0,0,0
Ajout d’embellissement,226,2,0,0,1,0
Personnaliser les caractéristiques secondaires,227,0,0,0,0,0
Pièces de rechange,230,2,0,2,2,0
Personnaliser une caractéristique de récupération,231,0,0,0,0,0
Personnaliser une caractéristique d’artisanat,232,0,0,0,0,0
Ajout d’embellissement,233,2,0,0,1,0
Chiffon de polissage,234,0,0,2,2,0
Clairvoyance illustre inférieure,235,0,0,2,2,0
Essence de forgeacier,236,0,0,0,0,0
Essence de véracier,237,0,0,0,0,0
Pignon autobloquant de Grasmaillon,238,0,0,0,0,0
Gâchette en vérifer,239,0,0,0,0,0
Essence brunie,240,0,0,0,0,0
Essence de trame-sort,241,0,0,0,0,0
Cristal d’arme,242,0,0,0,0,0
Personnaliser la caractéristique secondaire,243,2,0,0,0,0
Confère un niveau d’objet JcJ,244,0,0,0,1,0
Confère un niveau d’objet JcJ,245,0,0,0,1,0
Confère un niveau d’objet JcJ,246,0,0,0,1,0
Étincelle,247,4,0,0,1,0
Shadowed Alloy (DNT),248,0,0,1,0,0
Sable de séchage,249,0,0,2,2,0
Wildercloth Bandage (DNT),250,0,0,1,0,0
Châsse,251,0,0,3,3,0
Châsse,252,0,0,3,3,0
Potion of Withering Vitality (DNT),253,0,0,1,0,0
Blason de compétition,255,4,0,0,1,0
Étincelle,256,4,0,0,1,0
Champifleur,257,0,0,1,0,0
Pose-appât,258,0,0,1,0,0
Orbinide,259,0,0,1,0,0
Floraison bénie,260,0,0,1,0,0
Lance d’Arathor,261,0,0,1,0,0
Bismuth,262,0,0,1,0,0
Aqirite,263,0,0,1,0,0
Minerai de griffefer,264,0,0,1,0,0
Fiole dorée,267,0,0,1,0,0
Horticulture harmonieuse,268,0,0,1,0,0
Cuir chargé par la tempête,269,0,0,1,0,0
Chitine sinistre,270,0,0,1,0,0
Peau tonnante,271,0,0,1,0,0
Carapace sans-soleil,272,0,0,1,0,0
Gemmes pulvérisées,275,0,0,1,0,0
Taille-gemmes gravé,276,0,0,1,0,0
Lentille décorative,277,0,0,1,0,0
Pierre marbrée,278,0,0,1,0,0
Prisme inversé,279,0,0,1,0,0
Poussière de gemme et chiffon de polissage,280,2,0,2,0,0
Ajout d’embellissement,281,0,0,0,1,0
Amplifie une caractéristique secondaire,282,2,0,0,0,0
Personnaliser les caractéristiques secondaires,283,2,0,0,0,0
Imprégnation de puissance,284,2,0,0,1,0
Armure de cuir,286,2,0,2,2,0
Armure de maille,287,2,0,2,2,0
Cryptogramme mortel,288,0,0,1,0,0
Cryptogramme rapide,289,0,0,1,0,0
Cryptogramme magistral,290,0,0,1,0,0
Cryptogramme polyvalent,291,0,0,1,0,0
Peau à carapace,293,0,0,1,0,0
Peau fontecristal,294,0,0,1,0,0
Peau frémissante,295,0,0,1,0,0
Peau sporée,296,0,0,1,0,0
Peau tellurique,297,0,0,1,0,0
Peau de Furie-du-fond,298,0,0,1,0,0
Barde d’arme tempétueuse,299,0,0,1,0,0
Bande d’armure en chitine,300,0,0,1,0,0
Poussière de tempête,301,0,0,1,0,0
Éclat resplendissant,302,0,0,1,0,0
Cristal éclatant,303,0,0,1,0,0
Poignée de vis en bismuth,304,0,0,1,0,0
Câble fantasque,305,0,0,1,0,0
Engrenage virevoltant,306,0,0,1,0,0
Interrupteur de sûreté,307,0,0,1,0,0
Circuit du chaos,308,0,0,1,0,0
Améliorateur d’entropie,309,0,0,1,0,0
Sélectionner le composant de sécurité,311,2,0,0,0,0
Ajout d’embellissement,312,2,0,0,1,0
Alliage de noyau,313,0,0,1,0,0
Alliage chargé,314,0,0,1,0,0
Alliage sanctifié,315,0,0,1,0,0
Alliage de griffefer,316,0,0,1,0,0
Accessoires de forge,317,2,0,2,2,0
Ingrédient secret,318,0,0,2,2,0
Vert-bois codifié,319,0,0,1,0,0
Formule infinie,320,0,0,1,0,0
Encre sable,321,0,0,1,0,0
Pigment de pose-appât,322,0,0,1,0,0
Encre chauffée au soleil,323,0,0,1,0,0
Pigment chauffé au soleil,324,0,0,1,0,0
Bobine de fil vespéral,327,0,0,1,0,0
Bobine de fil auroral,328,0,0,1,0,0
Bobine de tissefil,329,0,0,1,0,0
Rouleau de trame vespérale,330,0,0,1,0,0
Rouleau de trame aurorale,331,0,0,1,0,0
Rouleau de tissétoffe,332,0,0,1,0,0
Fil de broderie,333,2,0,2,2,0
Ajout d’embellissement,334,2,0,0,1,0
Ajout d’embellissement,340,2,0,0,1,0
Ajout d’embellissement,341,0,0,0,1,0
Renforcement,342,0,0,0,1,0
Personnaliser une caractéristique de récupération,344,0,0,0,0,0
Personnaliser une caractéristique d’artisanat,345,0,0,0,0,0
Authenticité artisanale,346,2,0,2,0,0
Pièces de rechange,347,2,0,2,0,0
Potion du guépard relevé,348,0,0,1,0,0
Potion de soins algarie,349,0,0,1,0,0
Délice cavernicole,350,0,0,1,0,0
Potion tempérée,351,0,0,1,0,0
Personnaliser une caractéristique d’artisanat,352,2,0,0,0,0
Personnaliser une caractéristique de récupération,353,2,0,0,0,0
Authenticité artisanale,354,0,0,2,0,0
Pigment d’orbinide,355,0,0,1,0,0
Pigment de la floraison,356,0,0,1,0,0
Rouleau de tissétoffe exquis,357,0,0,1,0,0
Composants artisanaux,358,2,0,2,2,0
Fournitures de préparation,359,2,0,2,2,0
Composants radieux,360,0,0,2,0,0
Décoction mystérieuse,362,0,0,2,0,0
Châsse,363,0,0,3,3,0
Châsse,364,0,0,3,3,0
Personnaliser les caractéristiques secondaires,365,0,0,0,0,0
Imprégnation de puissance,366,0,0,0,1,0
Composants radieux,367,2,0,2,0,0
Renforcement,368,0,0,0,1,0
Accessoires de forge,369,2,0,2,2,0
Fil de broderie,370,2,0,2,2,0
Fournitures de préparation,371,2,0,2,2,0
Composants radieux,372,0,0,2,0,0
Composants radieux,374,0,0,2,0,0
Fil de broderie,375,2,0,2,2,0
Pièces de rechange,376,2,0,2,0,0
Fil de broderie,377,2,0,2,2,0
Enchantements et équipement,378,0,0,2,2,0
Consommables et composants,379,0,0,2,2,0
Châsse,380,0,0,3,3,0
Châsse,381,0,0,3,3,0
Accessoires de forge,382,0,0,2,2,0
Résidu de Sang noir,383,0,0,1,0,0
Augmentation au delà des limites,384,0,0,0,1,145038
Huile de grâce de Beledar,477,0,0,1,0,0
Tisse-brune,478,0,0,1,0,0
Tissétoffe,479,0,0,1,0,0
Sérum de l’âme assoupie,481,0,0,1,0,0
Herbes de teinture rouge,482,0,0,1,0,0
Herbes de teinture orange,483,0,0,1,0,0
Herbes de teinture jaune,484,0,0,1,0,0
Herbes de teinture verte,485,0,0,1,0,0
Herbes de teinture bleue,486,0,0,1,0,0
Herbes de teinture turquoise,487,0,0,1,0,0
Herbes de teinture violette,488,0,0,1,0,0
Herbes de teinture blanche,489,0,0,1,0,0
Herbes de teinture noire,490,0,0,1,0,0
Herbes de teinture brune,491,0,0,1,0,0
