ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,Flags[0],Flags[1]
1,Abzeichentest 4,"Text, der den Gegenstand beschreibt, wird hier angezeigt.",1,133792,1,0,0,0,1,0,0,0,0,0,0,0,71682,0
2,Abzeichentest 2,,1,132092,1,2,0,0,1,0,0,0,0,0,0,0,12289,0
4,Abzeichentest 5,,1,133790,4,3,0,0,1,0,0,0,0,0,0,0,0,0
22,Birmingham Test Item 3,,41,132373,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,Abzeichen der Gerechtigkeit,,1,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,Juwelierssymbol von Dalaran,Tiffany Cartiers Geschäft in Dalaran wird diese Symbole im Tausch gegen einzigartige Juweliersrezepte dankend annehmen.,21,134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,Feinschmeckerpreis,"Besucht besondere Kochhändler in den Hauptstädten und Nordenddalaran, um ungewöhnliche Kochrezepte, Gewürze und sogar eine großartige Mütze zu kaufen!",1,134411,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,Emblem des Heldentums,,22,135947,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,Emblem der Ehre,,22,237547,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,Arenapunkte,,2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,Ehrenpunkte,"Wenn Ihr das hier lesen könnt, habt Ihr einen Bug gefunden. MELDET IHN!",2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,Ehrenabzeichen des Alteractals,,2,133308,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,Ehrenabzeichen des Arathibeckens,,2,133282,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,Ehrenabzeichen vom Auge des Sturms,,2,136032,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,Ehrenabzeichen vom Strand der Uralten,,2,133276,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,Ehrenabzeichen der Kriegshymnenschlucht,,2,134420,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,Ehrenabzeichen von Tausendwinter,,2,133408,0,0,0,0,1,0,0,0,0,0,0,0,0,0
