ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
1,,50,0,0,0,0
2,Tempo garantiert,1,2915,1,0,0
4,,3,2922,0,0,0
5,Kritischer Trefferwert garantiert,6,2927,1,0,0
6,Vielseitigkeit garantiert,7,2928,1,0,0
7,Meisterschaft garantiert,5,2929,1,0,0
8,Setzt die Gegenstandsstufe auf 117 und die benötigte Stufe auf 55.,29,3203,0,0,0
9,Setzt die Gegenstandsstufe auf 168 und die benötigte Stufe auf 60.,46,3210,0,0,0
10,Setzt die Gegenstandsstufe auf 180 und die benötigte Stufe auf 60.,8,3210,0,0,0
11,Setzt die Gegenstandsstufe auf 200.,8,3211,0,0,0
17,Fläschcheneffekte halten länger,44,2939,0,0,0
27,Sättigung hält länger,11,3000,0,0,0
30,Fügt einem Gegner Feuerschaden zu,17,3070,0,0,0
32,Setzt die Gegenstandsstufe auf 29 und die benötigte Stufe auf 15.,18,3204,0,0,0
34,Setzt die Gegenstandsstufe auf 65 und die benötigte Stufe auf 25.,30,3205,0,0,0
36,Setzt die Gegenstandsstufe auf 94 und die benötigte Stufe auf 35.,31,3206,0,0,0
38,Setzt die Gegenstandsstufe auf 127 und die benötigte Stufe auf 45.,32,3207,0,0,0
39,Setzt die Gegenstandsstufe auf 163 und die benötigte Stufe auf 55.,33,3208,0,0,0
58,Verringert Fallschaden,41,3147,0,0,0
59,Erhöht die Bewegungsgeschwindigkeit geringfügig,42,3148,0,0,0
61,Erhöht die Schwimmgeschwindigkeit,40,3152,0,0,0
62,Fügt einem Gegner Frostschaden zu,17,3153,0,0,0
64,Sättigung überdauert Tod in der Arena oder auf dem Schlachtfeld,38,3175,0,0,0
65,"Chance, bei der Herstellung einen zusätzlichen Fertigkeitspunkt zu erhalten",39,3176,0,0,0
66,Fügt einen Sockel hinzu,35,3177,0,0,0
67,@spelldesc332950,11,169,0,0,0
68,Abschluss von Weltquests erhöht Primärwert,37,3178,0,0,0
70,Setzt die Gegenstandsstufe auf 129 und die benötigte Stufe auf 53.,29,3203,0,0,0
71,Setzt die Gegenstandsstufe auf 200 und die benötigte Stufe auf 60.,51,3211,0,0,0
72,Setzt die Gegenstandsstufe auf 165 und die benötigte Stufe auf 57.,29,3209,0,0,0
73,Setzt die Gegenstandsstufe auf 165.,29,3210,0,0,0
74,Setzt die Gegenstandsstufe auf 54 und die benötigte Stufe auf 47.,45,3208,0,0,0
75,Setzt die Gegenstandsstufe auf 56 und die benötigte Stufe auf 45.,32,3207,0,0,0
76,Setzt die Gegenstandsstufe auf 43 und die benötigte Stufe auf 35.,31,3206,0,0,0
77,Setzt die Gegenstandsstufe auf 33 und die benötigte Stufe auf 25.,30,3205,0,0,0
78,Setzt die Gegenstandsstufe auf 23 und die benötigte Stufe auf 15.,18,3204,0,0,0
79,Setzt die Gegenstandsstufe auf 87 und die benötigte Stufe auf 50.,45,3265,0,0,0
80,Erhöht die Gegenstandsstufe um 2 Ränge.,50,0,0,0,2
81,Setzt die GsSt. auf 230 und die benötigte Stufe auf 60. +Einzigartig angelegt: SL - hergestellt,52,3323,0,0,0
82,Setzt die Gegenstandsstufe auf 233 und die benötigte Stufe auf 60.,53,3444,0,0,0
83,Setzt die GsSt. auf 262 und die benötigte Stufe auf 60. +Einzigartig angelegt: SL - hergestellt,54,3445,0,0,0
84,Erhöht die Gegenstandsstufe um 3 Ränge.,55,0,0,0,3
85,"Chance durch Fähigkeiten, in Zielnähe Automakern zu erzeugen, der Schaden und Heilung verursacht.",56,3448,0,0,0
86,"Erhöht die Vermeidung und beim Erleiden von Schaden besteht eine Chance, dass Ihr geheilt werdet.",56,3449,0,0,0
87,"Chance, dass Ihr Ressourcen erhaltet, wenn Ihr einen Gegner tötet, der Erfahrung oder Ehre gewährt.",56,3450,0,0,0
88,"Chance durch Fähigkeiten, in der Nähe ein Partikel zu erzeugen. Sammelt es für Primärwert (15 Sek.).",56,3451,0,0,0
89,Erhöht die Geschwindigkeit und Reitgeschwindigkeit am Boden in den Schattenlanden.,56,3452,0,0,0
90,Erlittener Schaden erzeugt Funken der Macht. Bei 5 Stapeln wird der nächste Angreifer geschockt und erleidet kosmischen Schaden.,56,3453,0,0,0
91,"Wenn Ihr einen Gegner tötet, erhöht sich Euer höchster Sekundärwert für 20 Sek. Bis zu 5-mal stapelbar.",56,3454,0,0,0
92,"Erhöht die Dauer von Effekten durch Fläschchen, Elixiere und Sättigungseffekte um 50%.",56,3455,0,0,0
93,Setzt die Gegenstandsstufe auf 400 und die benötigte Stufe auf 70.,84,3510,0,0,0
94,,59,0,0,0,0
95,,60,0,0,0,0
96,,61,0,0,0,0
97,,62,0,0,0,0
98,,63,0,0,0,0
99,,64,0,0,0,0
100,,65,0,0,0,0
101,Set base ilevel to 51 (DNT),66,3137,0,0,0
102,Set base ilevel to 60 (DNT),67,3146,0,0,0
103,No Effect on this test finishing reagent (DNT),68,0,0,0,0
104,No Effect on this test finishing reagent (DNT),69,0,0,0,0
105,Verseht Eure Rüstung mit dicken Dornen und fügt 'Einzigartig anlegbar: Verziert (2)' hinzu.,87,3600,0,0,0
106,,71,0,0,0,0
107,Setzt die Gegenstandsstufe eines Rang-1-Rezeptes auf 249.,83,0,0,0,4
109,,72,0,0,0,0
110,,74,0,0,0,0
111,,75,0,0,0,0
112,,73,0,0,0,0
113,,78,0,0,0,0
114,,77,0,0,0,0
115,,76,0,0,0,0
116,,79,0,0,0,0
117,,80,0,0,0,0
118,,81,0,0,0,0
119,,89,0,0,0,0
120,,90,0,0,0,0
121,,91,0,0,0,0
122,,92,0,0,0,0
123,,93,0,0,0,0
124,,94,0,0,0,0
125,,95,0,0,0,0
126,,96,0,0,0,0
127,,97,0,0,0,0
128,,98,0,0,0,0
129,,99,0,0,0,0
130,,100,0,0,0,0
131,,101,0,0,0,0
132,,102,0,0,0,0
133,,103,0,0,0,0
134,,104,0,0,0,0
136,,106,0,0,0,0
137,,492,0,0,0,0
138,,108,0,0,0,0
139,,109,0,0,0,0
140,,110,0,0,0,0
141,,111,0,0,0,0
142,,112,0,0,0,0
144,,114,0,0,0,0
145,,115,0,0,0,0
146,,116,0,0,0,0
148,,118,0,0,0,0
149,,119,0,0,0,0
150,,120,0,0,0,0
151,,121,0,0,0,0
152,,122,0,0,0,0
153,,123,0,0,0,0
154,,124,0,0,0,0
155,Erhöht den Fertigkeitsbonus durch Inspiration um $ev1%.,125,0,1,0,0
156,Erhöht $en1 um $ev1 und $en2 um $ev2%.,126,0,1,0,0
157,"Es besteht eine um $ev1% höhere Wahrscheinlichkeit, dass Ihr Euch in Eurem Beruf verbessert, aber die Rezeptschwierigkeit steigt um $ev2.",127,0,0,0,0
158,Erhöht $en1 um $ev1 und $en2 um $ev2.,128,0,0,0,0
159,Erhöht $en1 um $ev1 und $en2 um $ev2.,129,0,0,0,0
160,Erhöht die Effektdauer von Tränken der Dracheninseln um 50% und fügt 'Einzigartig anlegbar: Verziert (2)' hinzu.,130,3599,0,0,0
161,Verlängert 'Satt' durch Mahlzeiten der Dracheninseln um 100%. Effekt hält über den Tod hinaus an.,131,3598,0,0,0
163,Increases armor by x and reduces durability loss of this armor piece. (DNT),85,0,0,0,0
164,Erhöht $en1 um $ev1.,133,0,0,0,0
165,Erhöht $en1 um $ev1.,134,0,0,0,0
166,Garantiert kritischen Treffer und Tempo.,135,3725,1,0,0
168,,57,0,0,0,0
169,,57,0,0,0,0
170,,57,0,0,0,0
171,,156,0,0,0,0
172,,157,0,0,0,0
173,,158,0,0,0,0
174,,159,0,0,0,0
175,,160,0,0,0,0
176,,161,0,0,0,0
177,,162,0,0,0,0
178,,139,0,0,0,0
179,,137,0,0,0,0
180,,138,0,0,0,0
181,,140,0,0,0,0
182,,141,0,0,0,0
183,,144,0,0,0,0
184,,142,0,0,0,0
185,,143,0,0,0,0
186,,145,0,0,0,0
187,,146,0,0,0,0
188,,147,0,0,0,0
189,,154,0,0,0,0
191,,0,0,0,0,0
192,,149,0,0,0,0
193,,151,0,0,0,0
194,,155,0,0,0,0
195,,163,0,0,0,0
196,"Es besteht eine um $ev1% höhere Wahrscheinlichkeit, dass Ihr Euch in der Inschriftenkunde verbessert, aber die Technikschwierigkeit steigt um $ev2.",152,0,0,0,0
197,Erhöht den Fertigkeitsbonus durch Inspiration um $ev1% und $en2 um $ev2.,153,0,0,0,0
198,,170,0,0,0,0
199,,171,0,0,0,0
200,,172,0,0,0,0
201,,173,0,0,0,0
203,,175,0,0,0,0
204,,176,0,0,0,0
205,"Es besteht eine um $ev1% höhere Wahrscheinlichkeit, dass Ihr Euch in der Juwelierskunst verbessert, aber die Vorlagenschwierigkeit steigt um $ev2.",364,0,1,0,0
206,Erhöht den Fertigkeitsbonus durch Inspiration um $ev1% und $en2 um $ev2.,365,0,0,0,0
207,"Es besteht eine um $ev1% höhere Wahrscheinlichkeit, dass Ihr Euch in der Schneiderei verbessert, aber die Musterschwierigkeit steigt um $ev2.",366,0,0,0,0
208,Erhöht den Fertigkeitsbonus durch Inspiration um $ev1% und $en2 um $ev2%.,367,0,0,0,0
209,Erhöht die durch Einfallsreichtum gesparten Reagenzien um $ev1%.,368,0,0,0,0
210,,369,0,0,0,0
211,,370,0,0,0,0
212,,371,0,0,0,0
213,Bei mehr als 90% Gesundheit wird Meisterschaft gewährt. Fügt zudem 'Einzigartig anlegbar: Verziert (2)' hinzu.,372,3843,0,0,0
214,,373,0,0,0,0
215,Eure Zauber verursachen gelegentlich ein Kräuseln in der Zeit. Fügt zudem 'Einzigartig anlegbar: Verziert (2)' hinzu.,374,3850,0,0,0
216,,375,0,0,0,0
217,,376,0,0,0,0
218,,377,0,0,0,0
219,,378,0,0,0,0
220,,379,0,0,0,0
221,,380,0,0,0,0
222,Garantiert Vielseitigkeit und Tempo.,390,3742,1,0,0
223,Garantiert Meisterschaft und Tempo.,389,3743,1,0,0
224,Garantiert Vielseitigkeit und Meisterschaft.,388,3744,1,0,0
225,Garantiert kritischen Treffer und Meisterschaft.,391,3741,1,0,0
