ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
18,,Você pode falar com a Vigia Flor Vespertina para recrutar este aventureiro.,Novo Aventureiro disponível,3,4,0,0,0,0,0,0,0,0,0,1283,0,64508,0
19,Aprimoramento de Vínculo de Almas: Niya,Você pode acessar a terceira linha de especializações de Vínculo de Almas de Niya.,Fileira de Vínculo de Almas de Niya desbloqueada,3,3,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
22,Aprimoramento de Vínculo de Almas: Niya,Você pode acessar a quarta linha de especializações de Vínculo de Almas de Niya.,Fileira de Vínculo de Almas de Niya desbloqueada,3,7,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
23,,Você pode falar com a Vigia Flor Vespertina para recrutar este aventureiro.,Novo Aventureiro disponível,3,12,0,0,0,0,0,0,0,0,0,1285,0,64508,0
25,Aprimoramento de Vínculo de Almas: Tece-sonhos,Você pode acessar a quarta linha de especializações de Vínculo de Almas do Tece-sonhos.,Fileira de Vínculo de Almas de Tece-sonhos desbloqueada,3,9,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
28,Aprimoramento de Vínculo de Almas: Tece-sonhos,Você pode acessar a quinta linha de especializações de Vínculo de Almas do Tece-sonhos.,Fileira de Vínculo de Almas de Tece-sonhos desbloqueada,3,13,3684882,2,1,0,0,0,0,0,0,0,0,0,0
29,,Esta memória recuperada ficará disponível para compra com o Intendente de Renome.,Nova Memória Recuperada disponível,3,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
31,Aprimoramento de Vínculo de Almas: Niya,Você pode acessar a quinta linha de especializações de Vínculo de Almas de Niya.,Fileira de Vínculo de Almas de Niya desbloqueada,3,10,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
32,,Você pode falar com a Vigia Flor Vespertina para recrutar este aventureiro.,Novo Aventureiro disponível,3,17,0,0,1,0,0,0,0,0,0,1284,0,0,0
33,Recompensas de Missão Mundial,Aumenta o nível de item das suas recompensas de Missão Mundial.,Nível máximo de itens de Missão Mundial aumentado,3,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
35,,,Nova Aparência disponível,3,6,0,0,0,0,0,0,113562,0,0,0,0,64508,0
36,,Ilusão: Alma Selvagem ficará disponível para compra com o Intendente de Renome.,Ilusão: Alma Selvagem disponível,3,36,0,0,0,0,0,0,0,0,0,0,71,64508,0
37,,O brinquedo Pedra de Regresso de Feério Noturno ficará disponível para compra com o Intendente de Renome.,Pedra de Regresso de Feério Noturno disponível,3,11,0,0,1,180290,0,0,0,0,0,0,0,0,0
39,Campanha dos Feérios Noturnos: Drustos e Cinzas,Você pode iniciar o próximo capítulo da Campanha dos Feérios Noturnos. Concluir o capítulo permitirá que você vincule sua alma à da Capitã de Caça Korayn.,Nova Missão de Campanha disponível,3,22,1500884,1,0,0,0,0,0,0,0,0,0,64508,0
40,,Arvre ficará disponível para adoção com o Intendente de Renome.,Mascote disponível,3,27,0,0,1,182663,0,0,0,0,0,0,0,0,0
41,Aprimoramento de Vínculo de Almas: Niya,Você pode acessar a sexta linha de especializações de Vínculo de Almas de Niya.,Fileira de Vínculo de Almas de Niya desbloqueada,3,18,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
42,,Você pode falar com a Vigia Flor Vespertina para recrutar este aventureiro.,Novo Aventureiro disponível,3,27,0,0,0,0,0,0,0,0,0,1286,0,64508,0
43,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Pulsos|n- Mãos|n- Cintura,Novas Aparências disponíveis,3,16,0,0,1,0,0,0,0,2086,0,0,0,64508,0
44,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Costas|n- Pernas|n- Pés,Novas Aparências disponíveis,3,26,0,0,0,0,0,0,0,2087,0,0,0,64508,0
45,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Cabeça|n- Ombros|n- Peito,Novas Aparências disponíveis,3,32,0,0,1,0,0,0,0,2089,0,0,0,64508,0
48,Aprimoramento de Vínculo de Almas: Tece-sonhos,Você pode acessar a sexta linha de especializações de Vínculo de Almas do Tece-sonhos.,Fileira de Vínculo de Almas de Tece-sonhos desbloqueada,3,21,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
50,Recompensas de Missão Mundial,Aumenta o nível de item das suas recompensas de Missão Mundial.,Nível máximo de itens de Missão Mundial aumentado,3,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
51,Aprimoramento de Vínculo de Almas: Niya,Você pode acessar a sétima linha de especializações de Vínculo de Almas de Niya.,Fileira de Vínculo de Almas de Niya desbloqueada,3,25,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
52,Aprimoramento de Vínculo de Almas: Tece-sonhos,Você pode acessar a sétima linha de especializações de Vínculo de Almas do Tece-sonhos.,Fileira de Vínculo de Almas de Tece-sonhos desbloqueada,3,29,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
53,,Você pode falar com a Vigia Flor Vespertina para recrutá-la.,Novo Aventureiro disponível,3,33,0,0,0,0,0,0,0,0,0,1287,0,64508,0
55,Aprimoramento de Vínculo de Almas: Korayn,Você pode acessar a sétima linha de especializações de Vínculo de Almas de Korayn.,Fileira de Vínculo de Almas de Korayn desbloqueada,3,28,3684885,2,0,0,0,0,0,0,0,0,0,64508,0
59,,Você pode falar com a Vigia Flor Vespertina para recrutar este aventureiro.,Novo Aventureiro disponível,3,38,0,0,0,0,0,0,0,0,0,1288,0,64508,0
62,,,Montaria desbloqueada,3,39,0,0,0,0,0,1357,0,0,0,0,0,62415,0
63,,,Título desbloqueado,3,40,3641394,1,0,0,0,0,0,0,681,0,0,64508,0
64,,,Nova Aparência disponível,3,34,0,0,0,0,0,0,113566,0,0,0,0,0,0
67,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,4,0,0,0,0,0,0,0,0,0,1270,0,0,85540
68,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,4,0,0,0,0,0,0,0,0,0,1271,0,0,85541
69,Aprimoramento de Vínculo de Almas: Pelagos,Você pode acessar a terceira linha de especializações de Vínculo de Almas de Pelagos.,Fileira de Vínculo de Almas de Pelagos desbloqueada,1,3,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
75,Recompensas de Missão Mundial,Aumenta o nível de item das suas recompensas de Missão Mundial.,Nível máximo de itens de Missão Mundial aumentado,1,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
78,Recompensas de Missão Mundial,Aumenta o nível de item das suas recompensas de Missão Mundial.,Nível máximo de itens de Missão Mundial aumentado,1,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
81,Aprimoramento de Vínculo de Almas: Pelagos,Você pode acessar a quarta linha de especializações de Vínculo de Almas de Pelagos.,Fileira de Vínculo de Almas de Pelagos desbloqueada,1,7,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
82,Aprimoramento de Vínculo de Almas: Pelagos,Você pode acessar a quinta linha de especializações de Vínculo de Almas de Pelagos.,Fileira de Vínculo de Almas de Pelagos desbloqueada,1,10,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
83,Aprimoramento de Vínculo de Almas: Pelagos,Você pode acessar a sexta linha de especializações de Vínculo de Almas de Pelagos.,Fileira de Vínculo de Almas de Pelagos desbloqueada,1,21,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
84,Aprimoramento de Vínculo de Almas: Pelagos,Você pode acessar a sétima linha de especializações de Vínculo de Almas de Pelagos.,Fileira de Vínculo de Almas de Pelagos desbloqueada,1,25,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
85,Aprimoramentos de Vínculo de Almas: Kleia,Você pode acessar a quarta linha de especializações de Vínculo de Almas de Kleia.,Fileira de Vínculo de Almas de Kleia desbloqueada,1,9,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
86,Aprimoramentos de Vínculo de Almas: Kleia,Você pode acessar a quinta linha de especializações de Vínculo de Almas de Kleia.,Fileira de Vínculo de Almas de Kleia desbloqueada,1,13,3684897,2,1,0,0,0,0,0,0,0,0,0,0
87,Aprimoramentos de Vínculo de Almas: Kleia,Você pode acessar a sexta linha de especializações de Vínculo de Almas de Kleia.,Fileira de Vínculo de Almas de Kleia desbloqueada,1,18,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
88,Aprimoramentos de Vínculo de Almas: Kleia,Você pode acessar a sétima linha de especializações de Vínculo de Almas de Kleia.,Fileira de Vínculo de Almas de Kleia desbloqueada,1,28,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
90,Aprimoramento de Vínculo de Almas: Mikâniko,Você pode acessar a sétima linha de especializações de Vínculo de Almas de Mikâniko.,Fileira de Vínculo de Almas de Mikâniko desbloqueada,1,29,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
91,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,12,0,0,0,0,0,0,0,0,0,1272,0,64508,0
92,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,17,0,0,1,0,0,0,0,0,0,1273,0,0,0
93,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,27,0,0,0,0,0,0,0,0,0,1276,0,64508,0
94,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,33,0,0,0,0,0,0,0,0,0,1275,0,64508,0
95,,Você pode falar com Koros para recrutar este aventureiro.,Novo Aventureiro disponível,1,38,0,0,0,0,0,0,0,0,0,1274,0,64508,0
100,,Esta memória recuperada ficará disponível para compra com o Intendente de Renome.,Nova Memória Recuperada disponível,1,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
103,,Arrupio ficará disponível para adoção com o Intendente de Renome.,Mascote disponível,1,27,0,0,1,184350,0,0,0,0,0,0,0,0,0
104,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Pulsos|n- Mãos|n- Cintura,Novas Aparências disponíveis,1,16,0,0,1,0,0,0,0,2124,0,0,0,64508,0
105,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Costas|n- Pernas|n- Pés,Novas Aparências disponíveis,1,26,0,0,0,0,0,0,0,2125,0,0,0,64508,0
106,,Estas aparências ficarão disponíveis para compra com o Intendente de Renome:|n- Cabeça|n- Ombros|n- Peito,Novas Aparências disponíveis,1,32,0,0,1,0,0,0,0,2126,0,0,0,64508,0
108,,,Nova Aparência disponível,1,34,0,0,0,0,0,0,113552,0,0,0,0,0,0
109,,,Montaria desbloqueada,1,39,0,0,0,0,0,1399,0,0,0,0,0,62927,0
110,,,Título desbloqueado,1,40,3641395,1,0,0,0,0,0,0,678,0,0,64508,0
112,,,Nova Aparência disponível,1,6,0,0,0,0,0,0,113546,0,0,0,0,64508,0
