ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
15,Os batedores estão procurando outra cabeça de ponte em Zandalar.|n|nChegue ao nível 118 para prosseguir.,62175,2,0,1
16,O Comandante Serpecida está planejando um ataque direto a Zandalar.|n|nChegue ao nível 120 para prosseguir.,62523,3,0,1
17,"Cumpra as missões ""A ofensiva do lobo"" e ""O envio da frota"" para viajar até Nazjatar.",72028,4,0,1
23,Os batedores estão procurando outra cabeça de ponte em Kul Tiraz.|n|nChegue ao nível 118 para prosseguir.,62186,2,0,2
24,Nathanos está preparando um ataque direto a Kul Tiraz.|n|nChegue ao nível 120 para prosseguir.,62524,3,0,2
25,"Complete a série de missões ""Honra Perdida"" para continuar a Campanha de Guerra.",69018,4,0,2
30,"Cumpra as missões ""Ordens da Chefe Guerreira"" e ""O envio da frota"" para viajar até Nazjatar.",72029,5,0,2
156,"Conclua ""Perdoe nossa poeira"" para continuar.",77905,0,0,114
161,,90281,0,0,126
167,,0,1,0,111
168,"Complete o capítulo ""Focalizando o olho"" da campanha Correntes da Dominação para continuar com esta campanha.",92548,2,0,113
170,Alcance Renome 5 para continuar com a campanha.,88564,3,0,113
171,Alcance Renome 8 para continuar com a campanha.,88568,4,0,113
172,Alcance Renome 11 para continuar com a campanha.,86974,5,0,113
174,Alcance Renome 13 para continuar com a campanha.,86977,6,0,113
175,Alcance Renome 17 para continuar com a campanha.,86981,7,0,113
176,Alcance Renome 22 para continuar com a campanha.,86990,9,0,113
177,Alcance o nível $pcMinLevel para continuar.,87254,3,0,114
178,Alcance o nível $pcMinLevel para continuar.,87384,1,0,124
186,"Conclua a missão ""Chamado no Bastião"" para avançar na campanha.",88058,0,0,119
187,"Conclua a missão ""Chamado em Maldraxxus"" para avançar na campanha.",88059,0,0,115
188,"Conclua a missão ""Chamado em Ardena"" para avançar na campanha.",88060,0,0,117
189,"Conclua a missão ""Chamado em Revendreth"" para avançar na campanha.",88061,0,0,113
190,"Complete o capítulo ""Focalizando o olho"" da campanha Correntes da Dominação para continuar com esta campanha.",92548,2,0,119
191,Alcance Renome 5 para continuar com a campanha.,88561,3,0,119
192,Alcance Renome 8 para continuar com a campanha.,88565,4,0,119
193,Alcance Renome 11 para continuar com a campanha.,86212,5,0,119
194,Alcance Renome 13 para continuar com a campanha.,86213,6,0,119
195,Alcance Renome 17 para continuar com a campanha.,86214,7,0,119
196,Alcance Renome 20 para continuar com a campanha.,86215,8,0,119
197,"Complete o capítulo ""Focalizando o olho"" da campanha Correntes da Dominação para continuar com esta campanha.",92548,2,0,117
198,Alcance Renome 5 para continuar com a campanha.,88563,3,0,117
