ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
201,"|cffffd100Consejo:|r Para cancelar el lanzamiento de un hechizo, muévete, salta o pulsa la tecla <Esc>.",2,20,250,0
222,"|cffffd100Consejo:|r Si quieres ver qué aspecto tendrá tu personaje con un objeto, pulsa <Control> mientras haces clic sobre el objeto.",4,20,250,0
223,|cffffd100Consejo:|r Los objetos con nombre en color gris son de baja calidad y en la mayoría de los casos es mejor venderlos a los mercaderes.,5,6,250,0
224,|cffffd100Consejo:|r Los objetos con nombre en color blanco son útiles para los personajes de alguna manera y se pueden usar o subastar.,6,20,250,0
225,|cffffd100Consejo:|r Puedes enviar mensajes de correo a otros jugadores de tu reino o incluso a tus otros personajes desde cualquier buzón de correo del juego.,7,20,250,0
226,"|cffffd100Consejo:|r Si deseas copiar un vínculo a un elemento en la ventana de chat, pulsa <Mayús> y haz clic sobre él.",8,30,250,0
227,|cffffd100Consejo:|r Las teclas de acceso rápido de tus barras de acción se pueden redefinir desde la interfaz de Teclado tras pulsar <Esc>.,11,15,250,0
229,|cffffd100Consejo:|r Los objetivos grises del minimapa están en cuevas o lugares interiores diferentes a tu posición.,12,11,49,0
230,|cffffd100Consejo:|r Con el sistema de emociones te lo puedes pasar en grande. ¡Prueba a escribir /bailar y verás bailar a tu personaje!,17,25,250,0
231,|cffffd100Consejo:|r Pulsa <Esc> para acceder al menú de la interfaz y personalizar las opciones del juego.,20,10,49,0
234,"|cffffd100Consejo:|r Si ves un icono de un sobre junto a tu minimapa, quiere decir que has recibido correo nuevo. Ve hasta un buzón para recogerlo.",21,10,250,0
235,"|cffffd100Consejo:|r Si lo deseas, puedes agregar barras de acción adicionales al juego desde el menú de opciones de la interfaz, al que se accede pulsando <Esc>.",22,250,250,0
236,"|cffffd100Consejo:|r Si mantienes la tecla <Mayús> pulsada mientras haces clic derecho sobre un objetivo que despojes, recogerás todo automáticamente.",23,10,49,0
237,"|cffffd100Consejo:|r Si has disfrutado jugando con alguien, añádelo a tu lista de amigos.",27,20,250,0
240,"|cffffd100Consejo:|r Si no quieres volver a saber nada de otro jugador, puedes hacer clic derecho en su nombre y seleccionar Ignorar. Ya tendrás tiempo de cambiar de opinión después.",159,10,250,0
241,"|cffffd100Consejo:|r Para seleccionar a los miembros de tu grupo puedes pulsar las teclas de función: F1 para seleccionar a tu personaje, F2 al segundo miembro del grupo, y así sucesivamente.",31,40,250,0
