ID,Title_lang,Description_lang,WorldPosition[0],WorldPosition[1],Type,PlayerConditionID,QuestID,LfgDungeonID,RewardItemID,UiTextureAtlasMemberID,UiTextureKitID,MapID,AreaTableID
1,"¡Alianza y punto, colega!",,0,0,0,6617,0,0,124562,0,232,-1,0
3,Azsuna,"El antaño idílico paraíso de la isla de Azsuna está siendo invadido: la Legión arrasa desde lo alto, los nagas de la reina Azshara surgen de las profundidades y los fantasmas malditos de los antiguos habitantes de la isla están inquietos. Todos parecen sentirse atraídos por una reliquia de gran poder oculta bajo las ruinas élficas.",625,6355,1,39938,39718,0,0,0,0,1220,0
4,Val'sharah,El antiguo bosque de Val'sharah es el hogar del semidiós Cenarius y el lugar de origen de las artes druídicas. Malfurion Tempestira ha regresado a estos bosques sagrados para comunicarse con su gran mentor y recuperar las Lágrimas de Elune.,3265,6241,1,39935,39731,0,0,0,0,1220,0
6,Tormenheim,El rey Genn Cringrís se prepara para llevar la poderosa nave de guerra El Abrasacielos a las cimas de Tormenheim con el fin de localizar la Égida de Aggramar. Pero esta tierra es la capital de un antiguo clan vrykul cuyo líder también persigue el poder de la Égida y no se detendrá ante nada para conseguirlo.,3117,1954,1,39937,39735,0,0,0,0,1220,0
7,Tormenheim,La jefa de guerra Sylvanas Brisaveloz ha preparado su flota personal para partir hacia las cimas de Tormenheim con el fin de localizar la Égida de Aggramar. Pero esta tierra es la capital de un antiguo clan vrykul cuyo líder también persigue el poder de la Égida y no se detendrá ante nada para conseguirlo.,3117,1954,1,39939,39864,0,0,0,0,1220,0
8,Monte Alto,"Monte Alto, una de las últimas grandes fronteras de las Islas Abruptas, domina el horizonte del norte con su pico escarpado. Sus traicioneras pendientes albergan tanto a nobles tribus tauren como a brutales drógbar subterráneos, cuya paz precaria será puesta a prueba por el avance implacable de la Legión.",4926,4256,1,39936,39733,0,0,0,0,1220,0
9,Test quest offer,Test quest offer desc.,-9344.97,-2279.12,1,5703,47512,0,0,0,0,-1,0
12,"worldport 1116, 6971.02, 1004.63, 398.974, 299.925",Test for insets,6279,-26.6,0,5703,36810,0,0,0,0,1116,0
14,Sagrario de la Luz,,-3200,9255,3,37830,0,0,0,5608,0,0,2268
15,Caza de demonios: Alaterror Ikzil,Tu campeón ha localizado a un demonio poderoso al que hay que destruir.,625,6455,2,37103,39885,0,0,0,0,1220,0
16,Ecos del pasado,Tu campeón ha encontrado un comunicador titánico perdido.,2900,5400,2,37136,39886,0,0,0,0,1220,0
17,"worldport 533, 2719.85, -3098.21, 267.686, 285.619",Test for insets 2,2719,-3098,0,5703,36810,0,0,0,0,533,0
18,"worldport 0, 2368.83, -5353.17, 52.6645, 315.291",Test for insets 3,2368,-5353,0,5703,36810,0,0,0,0,0,0
20,Cámaras del Valor,,-3200,10000,3,37831,0,0,0,5613,0,1479,7813
21,Oferta de prueba,Test,2900,5400,3,5703,0,0,128966,0,0,-1,0
22,Acherus: El Bastión de Ébano,,-3200,10000,3,37835,0,0,0,5601,0,1220,7743
23,El Martillo Vil,,-3200,10000,3,37841,0,0,0,5602,0,1481,8023
24,Refugio Alblanco,,-3200,9255,3,37832,0,0,0,5605,0,1220,7877
25,Arboleda de los Sueños,,-3200,10000,3,37840,0,0,0,5603,0,1220,7846
26,Salón del Guardián,,-3200,9255,3,37837,0,0,0,5606,0,1513,7879
27,La Isla Errante,,-3200,10000,3,37839,0,0,0,5607,0,1514,7902
28,Templo de la Luz Abisal,,-3200,10000,3,37834,0,0,0,5609,0,1512,7834
29,Morada de las Sombras,,-3200,9255,3,37833,0,0,0,5610,0,1220,8011
30,La Vorágine,,-3200,9255,3,37836,0,0,0,5611,0,1469,7745
31,Falla Cicatriz del Terror,,-3200,9255,3,37838,0,0,0,5612,0,1522,7875
32,Suramar,"Tras 10 000 años de aislamiento, los elfos Nocheterna han bajado la barrera mágica que protege la ciudad de Suramar, lo que permite a Gul'dan acceder a una fuente de poder increíble: la Fuente de la Noche. Tras un intento fallido de derrocar a la gran magistrix Elisande, un grupo reducido de Nocheterna exiliados pretende despertar el poder de sus tierras ancestrales y liberar a Suramar del yugo de la Legión.",1778.3,4348.73,1,44817,44555,0,0,0,0,1220,0
40,Zuldazar,Gánate la confianza del rey Rastakhan y del Consejo Zanchuli.,-1489.27,1024.34,1,54073,47514,0,0,0,0,1642,0
41,Nazmir,Viaja con la princesa Talanji a las oscuras ciénagas de Nazmir para poner fin a la amenaza de los trols de sangre.,1920.37,939.103,1,54075,47512,0,0,0,0,1642,0
42,Vol'dun,Los secretos del general Jakra'zet se ocultan en algún lugar de las arenas. Ve a las dunas y encuentra las pruebas necesarias para derrocarlo.,2545.47,3837.28,1,54076,47513,0,0,0,0,1642,0
