ID,SortName_lang,UiOrderIndex
1,Épica,0
21,Halloween,0
22,Estacional,0
23,Cataclysm,0
24,Herboristería,0
25,Campos de batalla,0
41,Festividad de los Muertos,0
61,Brujo,0
81,Guerrero,0
82,Chamán,0
101,Pesca,0
121,Herrería,0
141,Paladín,0
161,Mago,0
162,Pícaro,0
181,Alquimia,0
182,Peletería,0
201,Ingeniería,0
221,Mapa del tesoro,0
241,Torneo,3
261,Cazador,0
262,Sacerdote,0
263,Druida,0
264,Sastrería,0
284,Especial,0
304,Cocina,0
324,Primeros auxilios,0
344,Legendaria,0
364,Feria de la Luna Negra,0
365,Guerra de Ahn'Qiraj,0
366,Festival Lunar,0
367,Reputación,0
368,Invasión,0
369,Verano,0
370,Fiesta de la Cerveza,0
371,Inscripción,0
372,Caballero de la Muerte,0
373,Joyería,0
374,Jardín Noble,0
375,Generosidad del Peregrino,0
376,Amor en el aire,0
377,Arqueología,0
378,La Semana de los Niños,0
379,Invasión de las Tierras de Fuego,0
380,Los Zandalari,0
381,Vínculos elementales,0
391,Maestros cerveceros pandaren,0
392,Gesta,0
394,Mascotas de duelo,2
395,Monje,0
396,Desembarco,0
397,Campaña pandaren,0
398,Equitación,0
399,Hermandad de camorristas,0
400,Terreno de Pruebas,0
401,Campaña de la ciudadela,0
402,Asalto al Portal Oscuro,0
403,Apoyo de la ciudadela,0
404,Serrar,0
405,Hurto,0
406,Artefacto,0
407,Cazador de demonios,0
408,Minería,0
409,Evento de fin de semana,0
410,Encantamiento,0
411,Desuello,0
412,Misión del mundo,0
413,Campaña de los caballeros de la Muerte,0
416,Campaña de los cazadores de demonios,0
417,Campaña de los druidas,0
418,Campaña de los cazadores,0
419,Campaña de los monjes,0
420,Campaña de los magos,0
421,Campaña de los sacerdotes,0
422,Campaña de los paladines,0
423,Campaña de los chamanes,0
424,Campaña de los pícaros,0
425,Campaña de los brujos,0
426,Campaña de los guerreros,0
427,Sede de clase,0
428,Campaña del Ocaso de la Legión,0
429,La caza de Illidan Tempestira,0
430,Día de los Piratas,0
431,Expedición de Argus,0
432,Frentes de guerra,0
433,Festival Lechúcico,0
434,El camino del rey,0
435,Las Muertes de Cromi,0
436,Gallina cohete,0
437,Draenei forjado por la Luz,0
438,Tauren Monte Alto,0
439,Elfo del Vacío,0
440,Nocheterna,0
441,Mazmorra,0
442,Banda,0
444,Razas aliadas,0
445,El plan secreto de la jefa de guerra,0
446,Viaje de aventuras,0
447,Campaña de guerra de la Alianza,0
448,Campaña de guerra de la Horda,0
449,Enano Hierro Negro,0
450,Orco Mag'har,0
451,El cazador de las Sombras,0
453,Expediciones insulares,0
555,JcJ del mundo,0
556,El orgullo de Kul Tiras,0
557,JcJ puntuado,0
559,Trols Zandalari,0
560,Legado,0
561,Ocaso de Expedición,0
562,La venganza de Tyrande,0
563,El destino de Colmillosauro,0
564,Día de las camisetas gratis,0
565,Crisol de Tormentas,0
566,Humanos de Kul Tiras,0
567,Asalto,0
569,Corazón de Azeroth,0
571,Profesiones,0
573,Seguidores de Nazjatar,0
574,Salto del Pecado,0
575,Venganza de Korrak,0
576,Sagrario de la curia,0
579,Recluta a un amigo,0
580,Visiones de N'Zoth,0
582,Vulpera,0
583,Mecagnomo,0
584,Campaña del Imperio Negro,0
586,Corte de Ascuas,0
587,A través del cielo desgarrado,0
588,Muerte emergente,0
589,Convocatorias de los kyrianos,0
590,Convocatorias de las sílfides nocturnas,0
591,Convocatorias de los necroseñores,0
592,Convocatorias de los venthyr,0
593,Costura abominable,0
594,Campaña de Paseo en el tiempo,0
595,Camino de la ascensión,0
596,Artesanía legendaria,0
600,Campaña 9.1,0
601,Claves de los Primeros,0
602,Campaña de Zereth Mortis,0
603,El Códice de los Archivistas,0
604,Asaltos de curias,0
606,Síntesis de protoformas,0
607,Seguimiento de símbolos del cap. 6,0
608,Tempestad desatada,0
609,Expedición Dragontina,0
610,Tormentas primalistas,0
611,Colmillarr de Iskaara,0
612,Centauros Maruuk,0
613,Acuerdo de Valdrakken,0
614,Evocador,0
615,Puesto comercial,0
616,Motor de innovación,0
617,Consorcio de Artesanía,0
618,Campamentos de Carga,0
620,Tareas de enviado,0
622,Investigadores bajo el fuego,0
623,Archivos de Azeroth,0
624,Prueba de Estilo,0
625,Sistemas,0
626,Fallas temporales,0
627,Guardería Escamitas,0
628,Pico Onírico,0
629,Celadores Oníricos,0
631,Copa de Kalimdor,0
632,Copa de los Reinos del Este,0
633,Copa de Terrallende,0
634,Copa de Rasganorte,0
635,Copa de Pandaria,0
636,Copa de las Islas Abruptas,0
638,Aniversario de Hearthstone,0
