ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,Especificar celeridad,Recetas de Shadowlands para armaduras y accesorios poco comunes y legendarios.,0,0,0
3,TEST ONLY,,1,0,0
5,Especificar maestría,Recetas de Shadowlands para armaduras y accesorios poco comunes y legendarios.,0,0,0
6,Especificar golpe crítico,Recetas de Shadowlands para armaduras y accesorios poco comunes y legendarios.,0,0,0
7,Especificar versatilidad,Recetas de Shadowlands para armaduras y accesorios poco comunes y legendarios.,0,0,0
8,Aumentar nv. objeto,,0,0,0
11,Cinturón suelto,,0,0,0
15,Especificar traje,,0,0,0
17,Usar,,1,0,0
18,Aumentar nv. objeto,Muchas recetas de equipo anteriores a Shadowlands.,0,0,0
25,Miscelánea,,0,0,0
29,Establecer nivel de objeto,La mayoría de las recetas de equipo de Shadowlands.,0,0,0
30,Aumentar nv. objeto,Muchas recetas de equipo anteriores a Shadowlands.,0,0,0
31,Aumentar nv. objeto,Muchas recetas de equipo anteriores a Shadowlands.,0,0,0
32,Aumentar nv. objeto,Muchas recetas de equipo anteriores a Shadowlands.,0,0,0
33,Aumentar nv. objeto,Muchas recetas de equipo anteriores a Shadowlands.,0,0,0
35,Engarce de eletio,,0,0,0
36,Mostrar texto aquí.,,1,0,0
37,Microcondensador necrostático,,0,0,0
38,Faja reforzada,,0,0,0
39,Faltriquera de artesano,,0,0,0
40,Aceleradores hidrodinámicos,,0,0,0
41,Pluma lujosa,,0,0,0
42,Pata de conejo sombría,,0,0,0
44,Faltriquera de alquimista,,0,0,0
45,Establecer nivel de objeto,La mayoría de las recetas de armaduras y accesorios de Shadowlands.,0,0,0
46,Aumentar nivel de objeto,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
50,Establecer nivel de objeto,Recetas de Shadowlands para armaduras y accesorios dignos de convertirse en legendarios.,0,0,0
51,Aumentar nv. objeto,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
52,Aumentar nv. objeto,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
53,Aumentar nv. objeto,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
54,Aumentar nv. objeto,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
55,Establecer nv. objeto,Recetas de Shadowlands para armaduras y accesorios dignos de convertirse en legendarios.,0,0,0
56,Añadir núcleo de progenitor,Recetas de Shadowlands para armaduras y accesorios poco comunes (azules).,0,0,0
57,Test Ore,,1,20,1
59,Mena de draconio,,0,10,1
60,Mena de khaz'gorita,,0,14,1
61,Mena de serevita,,0,3,1
62,Aleación de magma primigenio,,0,48,1
63,Aleación de Pirofrío,,0,48,1
64,Aleación abrasada de obsidiana,,0,78,1
65,Aleación furiosa,,0,33,1
66,Test Optional Reagent with Quality 01,Most Dragon Isles Test with Recipes. (DNT),0,0,0
67,Test Optional Reagent with Quality 02,Most Dragon Isles Test with Recipes. (DNT),0,0,0
68,Test Finishing Reagent,Test finishing reagent slot (DNT),0,0,2
69,Test Finishing Reagent with Quality 01,Test finishing reagent slot (DNT),0,0,2
71,Lumbreflor,,0,3,1
72,Vial dracónico,,0,11,1
73,Saxifraga,,0,6,1
74,Amapola burbuja,,0,6,1
75,Pino retorcido,,0,6,1
76,Poción elemental de poder,,0,22,1
77,Omnium Draconis,,0,12,1
78,Convergente primigenio,,0,39,1
79,Ampolla de versatilidad tibia,,0,32,1
80,Ampolla de caos elemental,,0,35,1
81,Poción de enfoque congelado,,0,21,1
83,Establecer nv. objeto,Recetas de Shadowlands de rango 1 para armaduras y accesorios dignos de convertirse en legendarios.,0,0,0
84,10.0 Optional Reagent - Season 1 - End Game Upgrade,Recetas de las Islas Dragón para equipo épico hecho con una chispa de ingenio.,0,0,0
85,Blindaje reforzado,Used with Dragon Isles crafted gear for Cantrip. (DNT),0,0,0
87,Pinchos de armadura,Recetas de las Islas Dragón para la mayoría de las armaduras épicas sin adornos.,0,10,0
88,10.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,Recetas de las Islas Dragón para la mayoría de las armaduras y accesorios poco comunes (azul).,0,0,0
89,Poción elemental de poder fugaz,,0,0,1
90,Bebida sospechosamente peluda,,0,0,1
91,Caldera de los Poká,,0,42,1
92,Ampolla del Ojo en la Tormenta,,0,35,1
93,Ampolla de aire tranquilo,,0,35,1
94,Ampolla de preservación helada,,0,36,1
95,Ampolla congelada de ira corruptora,,0,36,1
96,Ampolla de aislamiento cargado,,0,36,1
97,Ampolla refrescante de preparación,,0,0,1
98,Ampolla de potenciación estática,,0,33,1
99,Ampolla aireada de destreza,,0,17,1
100,Ampolla humeante de sutileza,,0,17,1
101,Ampolla cargada de prontitud,,0,32,1
102,Poción de fatalidad congelada,,0,27,1
103,Ampolla cristalina de percepción,,0,17,1
104,Putrescencia embotellada,,0,25,1
106,Poción de claridad enfriada,,0,23,1
107,Poción de vitalidad marchita,,0,23,1
108,Agente de canalización neuronal residual,,0,23,1
109,Suspensión delicada de esporas,,0,23,1
110,Poción de sanación refrescante,,0,11,1
111,Poción elemental de poder definitivo,,0,32,1
112,Poción de maná aireada,,0,14,1
114,Poción del céfiro silenciado,,0,21,1
115,Poción de soplos,,0,20,1
116,Poción de revelación fulminante,,0,20,1
118,Poción de caldera de poder,,0,691,1
119,Poción de caldera de poder definitivo,,0,946,1
120,Incienso sagaz,,0,29,1
121,Incienso somnífero,,0,14,1
122,Incienso exultante,,0,14,1
123,Incienso ferviente,,0,14,1
124,Poción elemental fugaz de poder definitivo,,0,0,1
125,Draconio fluídico estable,Muchas recetas de armaduras de malla y herrería de las Islas Dragón.,0,0,2
126,Sal de linaje,Muchas recetas de alquimia y armaduras de cuero de las Islas Dragón.,0,0,2
127,Aceite retuercefuego,Muchas recetas de peletería y herrería de las Islas Dragón.,0,0,2
