Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
El granjero Fung te considera un %s. Al granjero Fung le gustan los lirios de marisma y el ave silvestre asada.,,,2,1283,0,0
Chee Chee te considera un %s. A Chee Chee le gustan las plumas azules y el revuelto del valle.,,,16,1277,0,0
Ella te considera un %s. A Ella le gustan los gatos de jade y las empanadillas de gambas.,,,17,1275,0,0
Pez Junco Talado te considera un %s. A Pez le gustan los gatos de jade y las fuentes de peces gemelos.,,,18,1282,0,0
Gina Zarpa Fangosa te considera un %s. A Gina le gustan los lirios de marisma y la sopa de niebla espiral.,,,19,1281,0,0
Haohan Zarpa Fangosa te considera un %s. A Haohan le gustan los fragmentos de rubí y los filetes de tigre a la brasa.,,,20,1279,0,0
Jogu el Ebrio te considera un %s. A Jogu le gustan las manzanas preciosas y las zanahorias salteadas.,,,21,1273,0,0
El viejo Zarpa Collado te considera un %s. Al viejo Zarpa Collado le gustan las plumas azules y la tortuga estofada.,,,22,1276,0,0
Sho te considera un %s. A Sho le gustan las manzanas preciosas y los pescados de Flor Eterna.,,,23,1278,0,0
Tina Zarpa Fangosa te considera un %s. A Tina le gustan los fragmentos de rubí y el salmón de espíritu de fuego.,,,24,1280,0,0
"Nomi es un cocinero %s con un gran talento. ¡Con cada lección que le das, se vuelve más brillante!",,,25,1357,0,0
"Nat te considera un %s. A Nat le gusta beber. Tal vez si le encuentras más peces raros, compartirá contigo.",,,26,1358,0,0
En este momento eres %s en la Arena Liza'gar.,,,28,2372,666624,0
En este momento eres %s en el Club de Lucha de Bizmo.,,,43,2371,666623,0
La Rebelión Lanza Negra te considera un %s.,,,72,1440,666624,0
Ahora Tormmok es tu %s.,,,160,1736,666623,0
Ahora la defensora Illona es tu %s.,,,162,1738,666623,0
Ahora Aeda Alba Brillante es tu %s.,,,163,1740,666623,0
Ahora Delvar Puño de Hierro es tu %s.,,,164,1733,666623,0
Ahora Vivianne es tu %s.,,,165,1739,666623,0
Ahora el sacerdote de la garra Ishaal es tu %s.,,,166,1737,666623,0
Ahora Leorajh es tu %s.,,,167,1741,666623,0
%s,,,171,1374,666624,0
%s,,,172,1419,666623,0
"La primera arcanista Thalyssra está %s.

Los Nocheterna tienen un ansia insaciable de |cFF66BBFFmaná antiguo|r, que se puede encontrar por todo Suramar.",,,181,1860,1391545,0
"Silgryn está %s.

Los Caídos de la Noche tienen un ansia insaciable de |cFF66BBFFmaná antiguo|r. Hay fuentes naturales en Suramar, aunque ninguna es tan potente como la Fuente de la Noche.",,,182,1861,1391545,0
"El telemántico jefe Oculeth está %s.

Los Nocheterna tienen un ansia insaciable de |cFF66BBFFmaná antiguo|r, que se puede encontrar por todo Suramar.",,,183,1862,1391545,0
7.0 Champions Test - Chen Stormstout - Uses Test Faction (949),,,184,949,666623,0
"La arcanista Valtrois está %s.

Los Nocheterna tienen un ansia insaciable de |cFF66BBFFmaná antiguo|r, que se puede encontrar por todo Suramar.",,,185,1919,1391545,0
El conjurador Margoss te considera un %s. A él no le iban mucho las artes mágicas. ¡Su verdadera pasión es la pesca!,,,193,1975,0,0
Olissara y Angelique te consideran |5%s. Desean ayudar en lo posible y ofrecen suministros médicos a quienes los necesiten.,,,195,1984,0,0
Arne Test - is currently your %s.,,,198,0,666623,0
Ilyssia de las Aguas te considera un %s. Ve a pescar con ella en Azsuna.,,,199,2097,0,0
Akule te considera un %s. Ve a pescar con él en Monte Alto.,,,200,2099,0,0
Diablillus te considera un %s. Ve a pescar con él en la Costa Abrupta.,,,202,2102,0,0
La guardiana Raynae te considera un %s. Ve a pescar con ella en Val'sharah.,,,204,2098,0,0
Sha'leth te considera un %s. Ve a pescar con ella en Suramar.,,,206,2101,0,0
Corbyn te ve como un %s. Ve a pescar con él en Tormenheim.,,,208,2100,0,0
Cromi te considera un %s.,,,209,2135,0,0
%s,,,210,1691,666624,0
%s,,,212,1690,666624,0
El pterrordáctilo ha crecido y se ha convertido en un %s.,,,213,2233,0,0
El cuernoatroz ha crecido y se ha convertido en un %s.,,,315,2370,0,0
El cazador Akana es %s.,El cazador Akana ha obtenido %d p. de experiencia de combate.,El cazador Akana ha alcanzado %s.,316,2375,0,25
El clarividente Ori es %s.,El clarividente Ori ha obtenido %d p. de experiencia de combate.,El clarividente Ori ha alcanzado %s.,317,2376,0,25
El esgrimidor Inowari es %s.,El esgrimidor Inowari ha obtenido %d p. de experiencia de combate.,El esgrimidor Inowari ha alcanzado %s.,318,2377,0,25
Neri Escama Letal es %s.,Neri Escama Letal ha obtenido %d p. de experiencia de combate.,Neri Escama Letal ha alcanzado %s.,320,2389,0,25
Poen Branquiano es %s.,Poen Branquiano ha obtenido %d p. de experiencia de combate.,Poen Branquiano ha alcanzado %s.,323,2388,0,25
Vim Almasalmuera es %s.,Vim Almasalmuera ha obtenido %d p. de experiencia de combate.,Vim Almasalmuera ha alcanzado %s.,324,2390,0,25
Cosechadora mielabdomen %s.,,,325,2398,0,0
Zángano mielabdomen %s.,,,326,2396,0,0
Madre de colmena mielabdomen %s.,,,327,2397,0,0
%s.,,,339,2011,666624,0
%s.,,,340,2010,666624,0
La cría aqir ha crecido y se ha convertido en %s.,,,365,2427,0,0
La mirada de Ve'nari parece %s.,Ahora Ve'nari aprecia más tu valía. [Reputación %d conseguida].,Ve'nari ahora tiene una opinión %s sobre ti.,366,2432,4216713,8
La baronesa Vashj te considera un %s.,,,367,2446,0,0
Lady Bayalunar te considera un %s.,,,368,2447,0,0
Mikanikos te considera un %s.,,,370,2448,0,0
La condesa te considera un %s.,,,371,2449,0,0
Alexandros Mograine te considera un %s.,,,372,2450,0,0
La capitana de caza Korayn te considera un %s.,,,373,2451,0,0
El polemarca Adrestes te considera un %s.,,,375,2452,0,0
Rendle y Caragarrote te consideran un %s.,,,376,2453,0,0
Choofa te considera un %s.,,,377,2454,0,0
El guardacriptas Kassir te considera un %s.,,,379,2455,0,0
La droman Aliothe te considera un %s.,,,381,2456,0,0
El gran maestro Vole te considera un %s.,,,382,2457,0,0
Kleia y Pelagos te consideran un %s.,,,383,2458,0,0
Sika te considera un %s.,,,384,2459,0,0
Cabeza Pétrea te considera un %s.,,,385,2460,0,0
El inventor de pestes Marileth te considera un %s.,,,387,2461,0,0
Tienes una reputación de %s con los Maestros de costura.,,,389,2462,0,8
Tienes una reputación de %s con Marasmius.,,,390,2463,0,8
Tienes una reputación de %s con la Corte de la Noche.,,,391,2464,0,8
Rango %s,Conocimiento fractal aumentado %d p.,,392,2469,3762255,24
Investigación de %s,,,393,2472,4191562,16
Wrathion te considera: |5%s.,,,396,2517,0,0
Sabellian te considera: |5%s.,,,397,2518,0,0
%s con el Consorcio de Artesanía en las Islas Dragón.,,,398,2544,0,0
El nivel de poder Arcano de la Galería Cobalto es: %,Los poderes Arcanos de la Galería Cobalto aumentan.,,400,2550,0,4
