ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
18,,Puedes hablar con la vigía Carriflor para reclutar a este aventurero.,Nuevo aventurero disponible,3,4,0,0,0,0,0,0,0,0,0,1283,0,64508,0
19,Mejora de lazo de alma: Niya,Ahora puedes acceder a la tercera fila de atributos de lazo de alma de Niya.,Fila de lazo de alma de Niya desbloqueada,3,3,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
22,Mejora de lazo de alma: Niya,Ahora puedes acceder a la cuarta fila de atributos de lazo de alma de Niya.,Fila de lazo de alma de Niya desbloqueada,3,7,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
23,,Puedes hablar con la vigía Carriflor para reclutar a este aventurero.,Nuevo aventurero disponible,3,12,0,0,0,0,0,0,0,0,0,1285,0,64508,0
25,Mejora de lazo de alma: Tejesueños,Ahora puedes acceder a la cuarta fila de atributos de lazo de alma del Tejesueños.,Fila de lazo de alma de Tejesueños desbloqueada,3,9,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
28,Mejora de lazo de alma: Tejesueños,Ahora puedes acceder a la quinta fila de atributos de lazo de alma del Tejesueños.,Fila de lazo de alma de Tejesueños desbloqueada,3,13,3684882,2,1,0,0,0,0,0,0,0,0,0,0
29,,Este recuerdo recuperado estará a la venta entre los artículos del intendente de reconocimiento.,Nuevo recuerdo recuperado disponible,3,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
31,Mejora de lazo de alma: Niya,Ahora puedes acceder a la quinta fila de atributos de lazo de alma de Niya.,Fila de lazo de alma de Niya desbloqueada,3,10,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
32,,Puedes hablar con la vigía Carriflor para reclutar a este aventurero.,Nuevo aventurero disponible,3,17,0,0,1,0,0,0,0,0,0,1284,0,0,0
33,Recompensas de misión de mundo,El nivel de objeto de tus recompensas de misión de mundo ha aumentado.,Nivel de objeto máximo de misión de mundo aumentado,3,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
