ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,Especificar celeridad,Recetas de Shadowlands de armaduras y accesorios raros y legendarios.,0,0,0
3,TEST ONLY,,1,0,0
5,Especificar maestría,Recetas de Shadowlands de armaduras y accesorios raros y legendarios.,0,0,0
6,Especificar golpe crítico,Recetas de Shadowlands de armaduras y accesorios raros y legendarios.,0,0,0
7,Especificar versatilidad,Recetas de Shadowlands de armaduras y accesorios raros y legendarios.,0,0,0
8,Más nivel de objeto,,0,0,0
11,Cinturón flojo,,0,0,0
15,Especificar palo,,0,0,0
17,Usar,,1,0,0
18,Más nivel de objeto,Muchas fórmulas de equipo anteriores a la expansión actual.,0,0,0
25,Miscelánea,,0,0,0
29,Establecer nivel de objeto,La mayoría de las recetas de equipo de Shadowlands.,0,0,0
30,Más nivel de objeto,Muchas fórmulas de equipo anteriores a la expansión actual.,0,0,0
31,Más nivel de objeto,Muchas fórmulas de equipo anteriores a la expansión actual.,0,0,0
32,Más nivel de objeto,Muchas fórmulas de equipo anteriores a la expansión actual.,0,0,0
33,Más nivel de objeto,Muchas fórmulas de equipo anteriores a la expansión actual.,0,0,0
35,Engaste de eletio,,0,0,0
36,Display text here.,,1,0,0
37,Microcapacitador necroestático,,0,0,0
38,Faja reforzada,,0,0,0
39,Faltriquera de artesano,,0,0,0
40,Aceleradores hidrodinámicos,,0,0,0
41,Pluma lujosa,,0,0,0
42,Pata de conejo sombrío,,0,0,0
44,Faltriquera de alquimista,,0,0,0
45,Establecer nivel de objeto,La mayoría de las recetas de armaduras y accesorios de Shadowlands.,0,0,0
46,Más nivel de objeto,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
50,Establecer nivel de objeto,Recetas de Shadowlands de armaduras y accesorios dignos de convertirse en legendarios.,0,0,0
51,Más nivel de objeto,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
52,Más nivel de objeto,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
53,Más nivel de objeto,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
54,Más nivel de objeto,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
55,Establecer nivel de objeto,Recetas de Shadowlands de armaduras y accesorios dignos de convertirse en legendarios.,0,0,0
56,Agregar núcleo de progenitor,Recetas de Shadowlands de armaduras y accesorios raros (azules).,0,0,0
57,Test Ore,,1,20,1
59,Mena de draconio,,0,10,1
60,Mena de khaz'gorita,,0,14,1
61,Mena de serevita,,0,3,1
