ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,Скорость,Чертежи Темных Земель для создания редких и легендарных доспехов и аксессуаров.,0,0,0
3,TEST ONLY,,1,0,0
5,Искусность,Чертежи Темных Земель для создания редких и легендарных доспехов и аксессуаров.,0,0,0
6,Критический удар,Чертежи Темных Земель для создания редких и легендарных доспехов и аксессуаров.,0,0,0
7,Универсальность,Чертежи Темных Земель для создания редких и легендарных доспехов и аксессуаров.,0,0,0
8,Повысить уровень предмета,,0,0,0
11,Ослабленный пояс,,0,0,0
15,Особая настройка,,0,0,0
17,Использовать,,1,0,0
18,Повысить уровень предмета,Многие чертежи снаряжения из дополнений до Темных Земель.,0,0,0
25,Разное,,0,0,0
29,Установить уровень предмета,Большинство чертежей снаряжения Темных Земель.,0,0,0
30,Повысить уровень предмета,Многие чертежи снаряжения из дополнений до Темных Земель.,0,0,0
31,Повысить уровень предмета,Многие чертежи снаряжения из дополнений до Темных Земель.,0,0,0
32,Повысить уровень предмета,Многие чертежи снаряжения из дополнений до Темных Земель.,0,0,0
33,Повысить уровень предмета,Многие чертежи снаряжения из дополнений до Темных Земель.,0,0,0
35,Элетиевая оправа,,0,0,0
36,Здесь должен отображаться текст.,,1,0,0
37,Некростатический микроконденсатор,,0,0,0
38,Укрепленный ремень,,0,0,0
39,Сумка ремесленника,,0,0,0
40,Гидродинамические ускорители,,0,0,0
41,Роскошное перо,,0,0,0
42,Лапка темного кролика,,0,0,0
44,Сумка алхимика,,0,0,0
45,Установить уровень предмета,Большинство чертежей Темных Земель для создания доспехов и аксессуаров.,0,0,0
46,Повысить уровень предмета,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
50,Смена уровня предметов,"Чертежи доспехов и аксессуаров, подходящих для создания легендарных предметов из Темных Земель.",0,0,0
51,Повысить уровень предмета,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
52,Повысить уровень предмета,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
53,Повысить уровень предмета,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
54,Повысить уровень предмета,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
55,Смена уровня предметов,"Чертежи доспехов и аксессуаров, подходящих для создания легендарных предметов из Темных Земель.",0,0,0
56,Добавить сердечник Прародителей,Чертежи Темных Земель для создания редких (синих) доспехов и аксессуаров.,0,0,0
57,Test Ore,,1,20,1
59,Драконитовая руда,,0,10,1
60,Каз'горитовая руда,,0,14,1
61,Серевитовая руда,,0,3,1
62,Раскаленный изначальный сплав,,0,48,1
63,Сплав ледяного огня,,0,48,1
64,Обожженный обсидиановый сплав,,0,78,1
65,Ярый сплав,,0,33,1
66,Test Optional Reagent with Quality 01,Most Dragon Isles Test with Recipes. (DNT),0,0,0
67,Test Optional Reagent with Quality 02,Most Dragon Isles Test with Recipes. (DNT),0,0,0
68,Test Finishing Reagent,Test finishing reagent slot (DNT),0,0,2
69,Test Finishing Reagent with Quality 01,Test finishing reagent slot (DNT),0,0,2
71,Хоэнвейс,,0,3,1
72,Драконий флакон,,0,11,1
73,Камнеломка,,0,6,1
74,Пузырчатый мак,,0,6,1
75,Витая кора,,0,6,1
76,Зелье мощи стихий,,0,22,1
77,Омниум драконис,,0,12,1
78,Изначальный загуститель,,0,39,1
79,Флакон сдержанной универсальности,,0,32,1
80,Флакон стихийного хаоса,,0,35,1
81,Зелье ледяной концентрации,,0,21,1
83,Смена уровня предметов,"Чертежи 1-го уровня для доспехов и аксессуаров, подходящих для создания легендарных предметов из Темных Земель.",0,0,0
84,10.0 Optional Reagent - Season 1 - End Game Upgrade,Чертежи Драконьих островов для создания эпического снаряжения с помощью искры искусности.,0,0,0
85,Усиленные латы,Used with Dragon Isles crafted gear for Cantrip. (DNT),0,0,0
87,Шипы для доспехов,с чертежами Драконьих островов для создания эпических доспехов без украшений.,0,10,0
88,10.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,с чертежами Драконьих островов для создания редких (синих) доспехов и аксессуаров.,0,0,0
89,Быстродействующее зелье мощи стихий,,0,0,1
90,Подозрительно мутный напиток,,0,0,1
91,Котел озорного духа,,0,42,1
92,Флакон ока бури,,0,35,1
93,Флакон неподвижного воздуха,,0,35,1
94,Флакон ледяной защиты,,0,36,1
95,Замерзший флакон оскверняющей ярости,,0,36,1
96,Флакон заряженной изоляции,,0,36,1
97,Освежающий флакон подготовки,,0,0,1
98,Флакон статичного усиления,,0,33,1
99,Воздушный флакон сноровки,,0,17,1
100,Дымящийся флакон точности,,0,17,1
101,Заряженный флакон расторопности,,0,32,1
102,Зелье замерзшего рока,,0,27,1
103,Хрустальный флакон внимательности,,0,17,1
104,Зелье гниения,,0,25,1
106,Зелье холодной ясности,,0,23,1
107,Зелье угасающей жизни,,0,23,1
108,Остаточный реагент нейронной активности,,0,23,1
109,Неустойчивая суспензия из спор,,0,23,1
110,Освежающее лечебное зелье,,0,11,1
111,Зелье великой мощи стихий,,0,32,1
112,Воздушное зелье маны,,0,14,1
114,Зелье утихшего ветра,,0,21,1
115,Зелье порывов ветра,,0,20,1
116,Зелье шокирующего разоблачения,,0,20,1
118,Котел с зельями мощи,,0,691,1
119,Котел с зельями великой мощи,,0,946,1
120,Благовония проницательности,,0,29,1
121,Усыпляющие благовония,,0,14,1
122,Благовония торжества,,0,14,1
123,Благовония горячности,,0,14,1
124,Быстродействующее зелье великой мощи стихий,,0,0,1
125,Стабильный текучий драконит,с кузнечными и кольчужными чертежами Драконьих островов.,0,0,2
126,Яичная соль,с алхимическими рецептами и кожевенными чертежами Драконьих островов.,0,0,2
127,Масло витого огня,с кузнечными и кожевенными чертежами Драконьих островов.,0,0,2
128,Стимулирующая добавка для зелья,с рецептами алхимических зелий Драконьих островов.,0,0,2
129,Алхимическое украшение для флакона,с рецептами алхимических флаконов Драконьих островов.,0,0,2
130,Замедлитель усвоения зелий,с чертежами Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
131,Мешочек алхимических приправ,с чертежами Драконьих островов для создания эпического снаряжения без украшений.,0,0,0
133,Блистательное озарение,с особенно сложными чертежами и формулами Драконьих островов.,0,0,2
134,Малое блистательное озарение,с рецептами и формулами Драконьих островов для изготовления небольших предметов и простых вещей.,0,0,2
135,Скорость и критический удар,"с рецептами, позволяющими изготавливать снаряжение Драконьих островов.",0,0,0
137,Рубин королевы,,0,25,1
138,Мистический сапфир,,0,25,1
139,Сияющий изумруд,,0,25,1
140,Расколотый оникс,,0,25,1
141,Янтарь вечности,,0,15,1
142,Алекстразит,,0,108,1
143,Малигит,,0,108,1
144,Изерилл,,0,108,1
145,Нелтарит,,0,108,1
146,Ноздорит,,0,88,1
147,Бесконечный алмаз,,0,254,1
149,Линза без оправы,,0,26,1
151,Глянцевый камень,,0,21,1
152,Сухой песок,с рецептами начертания Драконьих островов.,0,0,2
153,Угольный порошок,с рецептами начертания Драконьих островов.,0,0,2
154,Блестящая пряжка,,0,20,1
155,Проецирующая призма,,0,31,1
156,Эластичная кожа,,0,2,1
157,Крепкая чешуя,,0,2,1
158,Толстая шкура,,0,31,1
159,Глянцевая чешуйчатая шкура,,0,31,1
160,Ярая шкура,,0,42,1
161,Ярая чешуя,,0,42,1
162,Шкура смертельной стужи,,1,45,1
163,Шероховатая чешуя,,1,45,1
170,Чешуя святилища земли,,0,45,1
171,Мерзлая чешуя,,0,45,1
172,Илистая шкура,,0,45,1
173,Каменистая шкура,,0,45,1
175,Мелкая самоцветная пыль,,0,20,1
176,Гармония стихий,,0,291,1
364,Абразивное полировальное сукно,с ювелирными чертежами Драконьих островов.,0,0,2
365,Яркая шлифовальная бумага,с ювелирными чертежами Драконьих островов.,0,0,2
366,Пылающая вышивальная нить,"с портняжными выкройками Драконьих островов, позволяющими создавать одежду и вышивальные нити.",0,0,2
367,Всецветная вышивальная нить,"с портняжными выкройками Драконьих островов, позволяющими создавать одежду и вышивальные нити.",0,0,2
368,Мерцающая вышивальная нить,"с портняжными выкройками Драконьих островов, позволяющими создавать одежду и вышивальные нити.",0,0,2
369,Яркая чародейская нить,,0,123,1
370,Замерзшая чародейская нить,,0,218,1
371,Темпоральная чародейская нить,,0,218,1
