ID,Title_lang,Description_lang,WorldPosition[0],WorldPosition[1],Type,PlayerConditionID,QuestID,LfgDungeonID,RewardItemID,UiTextureAtlasMemberID,UiTextureKitID,MapID,AreaTableID
1,Только Альянс!,,0,0,0,6617,0,0,124562,0,232,-1,0
3,Азсуна,"Земли Азсуны тоже не избежали вторжения. Легион обрушил на них смертоносный ливень с небес, наги королевы Азшары вышли из морских глубин на берег, снова заволновались проклятые призраки давно умерших здешних обитателей. Похоже, всех их влечет к себе некая могучая реликвия, затерянная где-то среди давно заброшенных эльфийских руин.",625,6355,1,39938,39718,0,0,0,0,1220,0
4,Валь'шара,"Древний лес Валь'шары – дом полубога Кенария и колыбель друидизма. Малфурион Ярость Бури вернулся под сень этих священных деревьев, чтобы посоветоваться со своим великим наставником и забрать Слезы Элуны.",3265,6241,1,39935,39731,0,0,0,0,1220,0
6,Штормхейм,"Король Генн Седогрив готовится отбыть на ""Небесном Огне"" к утесам Штормхейма и отыскать Эгиду Агграмара. Но вождь тамошнего клана врайкулов тоже ищет эгиду и не остановится ни перед чем, лишь бы только завладеть ее силой.",3117,1954,1,39937,39735,0,0,0,0,1220,0
7,Штормхейм,"Вождь Сильвана Ветрокрылая уже подготовила свой флот и собирается в путешествие к утесам Штормхейма, чтобы отыскать Эгиду Агграмара. Но вождь тамошнего клана врайкулов тоже ищет эгиду и не остановится ни перед чем, лишь бы только завладеть ее силой.",3117,1954,1,39939,39864,0,0,0,0,1220,0
8,Крутогорье,"На севере раскинулось Крутогорье, крупный горный массив Расколотых островов. Там обитают племена благородных тауренов и подземных дикарей-дрогбаров. Мир между ними довольно шаток, и вторжение Легиона станет для него серьезным испытанием.",4926,4256,1,39936,39733,0,0,0,0,1220,0
9,Test quest offer,Test quest offer desc.,-9344.97,-2279.12,1,5703,47512,0,0,0,0,-1,0
12,"worldport 1116, 6971.02, 1004.63, 398.974, 299.925",Test for insets,6279,-26.6,0,5703,36810,0,0,0,0,1116,0
14,Обитель Света,,-3200,9255,3,37830,0,0,0,5608,0,0,2268
15,Охота на демонов: Икзил Крылатый Ужас,"Ваш защитник обнаружил могучего демона, которого необходимо уничтожить.",625,6455,2,37103,39885,0,0,0,0,1220,0
16,Отголоски прошлого,Ваш защитник обнаружил пропавшее переговорное устройство титанов.,2900,5400,2,37136,39886,0,0,0,0,1220,0
17,"worldport 533, 2719.85, -3098.21, 267.686, 285.619",Test for insets 2,2719,-3098,0,5703,36810,0,0,0,0,533,0
18,"worldport 0, 2368.83, -5353.17, 52.6645, 315.291",Test for insets 3,2368,-5353,0,5703,36810,0,0,0,0,0,0
20,Чертоги Доблести,,-3200,10000,3,37831,0,0,0,5613,0,1479,7813
21,Тестовое предложение,Test,2900,5400,3,5703,0,0,128966,0,0,-1,0
22,"""Акерус: Черный оплот""",,-3200,10000,3,37835,0,0,0,5601,0,1220,7743
23,"""Молот Скверны""",,-3200,10000,3,37841,0,0,0,5602,0,1481,8023
24,Приют Стрелка,,-3200,9255,3,37832,0,0,0,5605,0,1220,7877
25,Роща Снов,,-3200,10000,3,37840,0,0,0,5603,0,1220,7846
26,Оплот Хранителя,,-3200,9255,3,37837,0,0,0,5606,0,1513,7879
27,Скитающийся остров,,-3200,10000,3,37839,0,0,0,5607,0,1514,7902
28,Храм света Пустоты,,-3200,10000,3,37834,0,0,0,5609,0,1512,7834
29,Оплот Теней,,-3200,9255,3,37833,0,0,0,5610,0,1220,8011
30,Водоворот,,-3200,9255,3,37836,0,0,0,5611,0,1469,7745
31,Разлом Зловещего Шрама,,-3200,9255,3,37838,0,0,0,5612,0,1522,7875
32,Сурамар,"После десяти тысяч лет жизни в изоляции эльфы-ночнорожденные наконец убрали магический барьер, защищавший Сурамар, тем самым открыв Гул'дану доступ к источнику колоссальной энергии – Ночному Колодцу. После неудавшейся попытки свержения Великого магистра Элисанды небольшая группа ночнорожденных-изгоев занялась поисками способа пробудить силу своей древней земли, чтобы освободить Сурамар от власти Легиона.",1778.3,4348.73,1,44817,44555,0,0,0,0,1220,0
40,Зулдазар,Заслужите доверие короля Растахана и Совета Занчули.,-1489.27,1024.34,1,54073,47514,0,0,0,0,1642,0
41,Назмир,Отправляйтесь с принцессой Таланджи во мрачные топи Назмира и покончите с троллями крови раз и навсегда.,1920.37,939.103,1,54075,47512,0,0,0,0,1642,0
42,Вол'дун,"Разгадка тайны генерала Джакра'зета сокрыта в песках. Отправляйтесь в пустыню и отыщите то, что поможет его свергнуть.",2545.47,3837.28,1,54076,47513,0,0,0,0,1642,0
43,Тирагардское поморье,Выявите источник коррупции в Боралусе и заслужите доверие Кэтрин Праудмур.,584.562,-77.9022,1,61846,47960,0,0,0,0,1643,0
44,Друствар,Лорд и леди Уэйкрест – сильные союзники дома Праудмуров. Расследуйте их внезапное исчезновение и проверьте тревожные слухи в Друстваре.,-454.389,2574.49,1,61848,47961,0,0,0,0,1643,0
45,Долина Штормов,"Легендарный флот Кул-Тираса пропал. Узнайте, что с ним произошло, у жрецов-затворников, которыми руководит дом Штормсонгов.",2513.85,537.756,1,61849,47962,0,0,0,0,1643,0
148,Тирагардское поморье,Помогите темному охотнику Ту'джину на Тирагардском поморье.,-295,-1473,1,61822,51800,0,0,0,262,1643,0
149,Друствар,Помогите Галливиксу и Эйтриггу в Друстваре.,-413,4110,1,61823,51801,0,0,0,262,1643,0
150,Долина Штормов,Помогите Рексару в долине Штормов.,3941,469,1,61824,51802,0,0,0,262,1643,0
151,Зулдазар,Помогите Келси Стализвон в Зулдазаре.,-1410,-663,1,61798,51570,0,0,0,261,1642,0
152,Назмир,Помогите Бранну Бронзобороду в Назмире.,2084,184,1,61800,51571,0,0,0,261,1642,0
153,Вол'дун,Помогите силам Альянса в Вол'дуне.,2840,4199,1,61799,51572,0,0,0,261,1642,0
161,Чертоги Скольда,"Тюремщик Скольд и его злобные твари пытают души, томящиеся в этих залах.",300,700,1,34450,60092,0,0,0,0,2162,0
162,Костоломни,"Здесь держат пленных малдраксийцев, снова и снова ломая и сращивая их кости.",325,300,1,34450,60099,0,0,0,0,2162,0
163,Кузни душ,Раскаленные добела кузни буквально переплавляют души в оружие и доспехи для армии Тюремщика.,400,700,1,34450,60100,0,0,0,0,2162,0
164,Междумирье угасших душ,"Странное изменчивое пространство между секциями тюрьмы. Здесь обитают души, окончательно сломленные пытками и позабывшие, кем они были изначально.",425,300,1,34450,60101,0,0,0,0,2162,0
165,Какофония,Продуваемый ветрами лагерь верных Утробе кирий.,500,700,1,34450,60102,0,0,0,0,2162,0
166,Крыло деформированных теней,"Здесь некроманты и исказители душ ставят опыты над душами, превращая их в ужасающие порождения мрака.",525,300,1,34450,60103,0,0,0,0,2162,0
167,Владения тьмы,"Сюда почти не проникают лучи света. Разбойники, крысы, псы, пожиратели душ и забытые призраки таятся в тенях за каждым поворотом.",600,700,1,34450,60104,0,0,0,0,2162,0
168,Колокольня Пожирателей грехов,"Временное прибежище вентиров, перешедших на сторону Тюремщика.",625,300,1,34450,60105,0,0,0,0,2162,0
169,Верхний ярус,Здесь находятся самые ценные пленники Тюремщика... и его самые верные слуги.,700,700,1,34450,60106,0,0,0,0,2162,0
171,Бесконечные залы,"Кажущаяся бесконечной секция Торгаста – коридоры и залы, поднимающиеся все выше один за другим.",250,500,1,34450,60107,0,0,0,0,2162,0
172,Бастион,"Те, кто посвятил свою жизнь служению, попадают в Бастион и переносят души смертных в Темные Земли.",-2000,-4600,1,87724,62275,0,0,0,0,2222,0
173,Малдраксус,"Малдраксус – родина первых некромантов, где процветают амбициозные души.",2500,-2000,1,87723,62278,0,0,0,0,2222,0
174,Арденвельд,"Арденвельд – царство вечного возрождения, где ночной народец ухаживает за древними духами.",-7000,800,1,87725,62277,0,0,0,0,2222,0
175,Ревендрет,"Ревендрет – вотчина вентиров, жнецов греха. Проклятые души попадают сюда, чтобы обрести искупление... и избежать вечных мук в Утробе.",-2500,7000,1,87726,62279,0,0,0,0,2222,0
176,Торгаст,"Торгаст – главный оплот Тюремщика. Когда-то башня служила тюрьмой для опаснейших злодеев мироздания, но теперь здесь томится множество невинных душ, обреченных на вечные муки.",3500,7000,1,93245,64846,0,0,0,0,2222,0
177,Поля боя,Брокеры Орибоса вербуют желающих сразиться на поле боя и наблюдают за противостоянием в научных целях.,-2100,1300,1,93585,65031,0,0,0,0,2222,0
178,Путевые врата в Изумрудные сады,"Давно забытый безжизненный камень, лежащий среди зеленых холмов на равнинах Он'ары.",-1379.76,4499.69,1,101296,70706,0,0,0,0,2444,0
181,Берега Пробуждения,Берега Пробуждения – родина черных и красных драконов.,3200,0,1,103950,72266,0,0,0,0,2444,0
182,Равнины Он'ары,Равнины Он'ары – родина кентавров и зеленых драконов.,-1000,2600,1,103951,72267,0,0,0,0,2444,0
183,Лазурный Простор,Лазурный Простор – бывший дом синих драконов.,-3300,-1000,1,103952,72268,0,0,0,0,2444,0
184,Тальдразус,Тальдразус – престол драконьих Аспектов и родина бронзовых драконов.,0,-2000,1,103953,72269,0,0,0,0,2444,0
185,Терамор,"Выясните, что нужно команде подозрительных магов на руинах Терамора.",-2000,6000,1,110001,72939,0,0,0,0,-1,14620
186,Зимние Ключи,Помогите Хале с артефактами в Зимних Ключах.,1750,5500,1,110002,72656,0,0,0,0,-1,14620
187,Лес Хрустальной Песни,Исправьте древнюю несправедливость в лесу Хрустальной Песни.,6500,500,1,110003,73091,0,0,0,0,-1,14620
188,Нефритовый лес,"Встретьтесь с Киригосой, старой подругой Калесгоса, в Нефритовом лесу.",-5200,250,1,110004,73227,0,0,0,0,-1,14620
189,Пиратская Бухта,"Выручите синего дракона Зероса, который увяз в долгах в Пиратской Бухте.",-4200,-8500,1,105628,73026,0,0,0,0,-1,14620
190,Остров Дорн,"На острове Дорн живут Присягнувшие, чья база в Дорногале, и Освобожденные в деревне Фрейвольд.",2514,-3270,1,125031,83548,0,0,0,0,2552,0
191,Гулкие глубины,В Гулких глубинах живут верные долгу глашатаи механизмов и находчивые кобольды.,1775,-3533,1,125033,83550,0,0,0,0,2601,0
192,Тайносводье,Тайносводье стало вторым домом для выживших участников экспедиции Арати.,2367,230,1,125034,83551,0,0,0,0,2601,0
193,Аз-Кахет,Аз-Кахет – родина нерубов. Их столица называется Город Нитей.,-802,-1395,1,125035,83552,0,0,0,0,2601,0
194,Зул'Аман,Следуйте за Лиадрин на родину троллей амани.,5404.69,-7046.35,1,151976,86708,0,0,0,0,0,0
195,Вечная Песня,"Выясните вместе с Аратором, кто угрожает дому эльфов крови.",6480.73,-4516.15,1,151975,94871,0,0,0,0,0,0
196,Харандар,Совершите путешествие по корням вместе с Орвейной.,11862.7,-13061.8,1,151977,89402,0,0,0,0,0,0
197,Путешествие Аратора,Помогите Аратору поддержать защитников Солнечного Колодца.,8457.34,-4624.25,1,151979,89193,0,0,0,0,0,0
198,Буря Бездны,Атакуйте Пожирающий сонм в их крепости в Буре Бездны.,11200,-8623,1,151978,89388,0,0,0,0,0,0
206,Магистр Солнцебой,Сложность: обычная,7500,-4050,2,140507,91095,0,0,0,0,0,0
207,Магистр Солнцебой,Сложность: обычная,6000,-7050,2,140910,91095,0,0,0,0,0,0
208,Магистр Солнцебой,Сложность: обычная,11000,-12600,2,140913,91095,0,0,0,0,0,0
209,Магистр Солнцебой,Сложность: обычная,10500,-8500,2,140916,91095,0,0,0,0,0,0
210,Магистр Жгучая Плеть,Сложность: обычная,7500,-4050,2,140926,91096,0,0,0,0,0,0
211,Старший механик Озвольд,Сложность: обычная,7500,-4050,2,140939,91097,0,0,0,0,0,0
212,Утилизатор ЭЛ4-Н0Р,Сложность: обычная,7500,-4050,2,140955,91098,0,0,0,0,0,0
213,Мордрил Удар Ночи,Сложность: обычная,7500,-4050,2,140967,91099,0,0,0,0,0,0
214,Делия Песнь Мглы,Сложность: обычная,7500,-4050,2,140979,91100,0,0,0,0,0,0
215,Фазовый клинок Талаша,Сложность: обычная,7500,-4050,2,140991,91101,0,0,0,0,0,0
216,Лезвие Нексуса Хадим,Сложность: обычная,7500,-4050,2,141003,91102,0,0,0,0,0,0
217,Джо'золо Разрушитель,Сложность: обычная,7500,-4050,2,141015,91103,0,0,0,0,0,0
218,Заду Кулак Налоракка,Сложность: обычная,7500,-4050,2,141027,91104,0,0,0,0,0,0
219,Коготь Джанали,Сложность: обычная,7500,-4050,2,141039,91105,0,0,0,0,0,0
220,Крыло Акил'зон,Сложность: обычная,7500,-4050,2,141051,91106,0,0,0,0,0,0
221,Следопыт Быстрый Бор,Сложность: обычная,7500,-4050,2,141063,91107,0,0,0,0,0,0
222,Лейтенант Огнекрыл,Сложность: обычная,7500,-4050,2,141075,91108,0,0,0,0,0,0
223,Петиолл Острый Лист,Сложность: обычная,7500,-4050,2,141087,91109,0,0,0,0,0,0
224,Ламина из Крипты,Сложность: обычная,7500,-4050,2,141099,91110,0,0,0,0,0,0
225,Верховный воздаятель Вурим,Сложность: обычная,7500,-4050,2,141111,91111,0,0,0,0,0,0
226,Рыцарь Люксия Максвелл,Сложность: обычная,7500,-4050,2,141123,91112,0,0,0,0,0,0
227,Претор Сингулярий,Сложность: обычная,7500,-4050,2,141135,91113,0,0,0,0,0,0
228,Консул Небулор,Сложность: обычная,7500,-4050,2,141147,91114,0,0,0,0,0,0
229,Палач Каэний,Сложность: обычная,7500,-4050,2,141159,91115,0,0,0,0,0,0
230,Император Энигмалиа,Сложность: обычная,7500,-4050,2,141171,91116,0,0,0,0,0,0
231,Странствующий рыцарь Кровавый Осколок,Сложность: обычная,7500,-4050,2,141183,91117,0,0,0,0,0,0
232,Виленна Дезертирша,Сложность: обычная,7500,-4050,2,141195,91118,0,0,0,0,0,0
233,Телдрин Потерянный,Сложность: обычная,7500,-4050,2,141207,91119,0,0,0,0,0,0
234,Нейдра Истощенная,Сложность: обычная,7500,-4050,2,141219,91120,0,0,0,0,0,0
235,Терномант Эдгат,Сложность: обычная,7500,-4050,2,141231,91121,0,0,0,0,0,0
236,Терновидица Лисет,Сложность: обычная,7500,-4050,2,141243,91122,0,0,0,0,0,0
237,Гротгоз Пылающая Тень,Сложность: обычная,7500,-4050,2,141255,91123,0,0,0,0,0,0
238,Денгзаг Потемневшее Пламя,Сложность: обычная,7500,-4050,2,141267,91124,0,0,0,0,0,0
239,Магистр Жгучая Плеть,Сложность: обычная,6000,-7050,2,140929,91096,0,0,0,0,0,0
240,Старший механик Озвольд,Сложность: обычная,6000,-7050,2,140943,91097,0,0,0,0,0,0
241,Утилизатор ЭЛ4-Н0Р,Сложность: обычная,6000,-7050,2,140958,91098,0,0,0,0,0,0
242,Мордрил Удар Ночи,Сложность: обычная,6000,-7050,2,140970,91099,0,0,0,0,0,0
243,Делия Песнь Мглы,Сложность: обычная,6000,-7050,2,140982,91100,0,0,0,0,0,0
244,Фазовый клинок Талаша,Сложность: обычная,6000,-7050,2,140994,91101,0,0,0,0,0,0
245,Лезвие Нексуса Хадим,Сложность: обычная,6000,-7050,2,141006,91102,0,0,0,0,0,0
246,Джо'золо Разрушитель,Сложность: обычная,6000,-7050,2,141018,91103,0,0,0,0,0,0
247,Заду Кулак Налоракка,Сложность: обычная,6000,-7050,2,141030,91104,0,0,0,0,0,0
248,Коготь Джанали,Сложность: обычная,6000,-7050,2,141042,91105,0,0,0,0,0,0
249,Крыло Акил'зон,Сложность: обычная,6000,-7050,2,141054,91106,0,0,0,0,0,0
250,Следопыт Быстрый Бор,Сложность: обычная,6000,-7050,2,141066,91107,0,0,0,0,0,0
251,Лейтенант Огнекрыл,Сложность: обычная,6000,-7050,2,141078,91108,0,0,0,0,0,0
252,Петиолл Острый Лист,Сложность: обычная,6000,-7050,2,141090,91109,0,0,0,0,0,0
253,Ламина из Крипты,Сложность: обычная,6000,-7050,2,141102,91110,0,0,0,0,0,0
254,Верховный воздаятель Вурим,Сложность: обычная,6000,-7050,2,141114,91111,0,0,0,0,0,0
255,Рыцарь Люксия Максвелл,Сложность: обычная,6000,-7050,2,141126,91112,0,0,0,0,0,0
256,Претор Сингулярий,Сложность: обычная,6000,-7050,2,141138,91113,0,0,0,0,0,0
257,Консул Небулор,Сложность: обычная,6000,-7050,2,141150,91114,0,0,0,0,0,0
258,Палач Каэний,Сложность: обычная,6000,-7050,2,141162,91115,0,0,0,0,0,0
259,Император Энигмалиа,Сложность: обычная,6000,-7050,2,141174,91116,0,0,0,0,0,0
260,Странствующий рыцарь Кровавый Осколок,Сложность: обычная,6000,-7050,2,141186,91117,0,0,0,0,0,0
261,Виленна Дезертирша,Сложность: обычная,6000,-7050,2,141198,91118,0,0,0,0,0,0
262,Телдрин Потерянный,Сложность: обычная,6000,-7050,2,141210,91119,0,0,0,0,0,0
263,Нейдра Истощенная,Сложность: обычная,6000,-7050,2,141222,91120,0,0,0,0,0,0
264,Терномант Эдгат,Сложность: обычная,6000,-7050,2,141234,91121,0,0,0,0,0,0
265,Терновидица Лисет,Сложность: обычная,6000,-7050,2,141246,91122,0,0,0,0,0,0
266,Гротгоз Пылающая Тень,Сложность: обычная,6000,-7050,2,141258,91123,0,0,0,0,0,0
267,Денгзаг Потемневшее Пламя,Сложность: обычная,6000,-7050,2,141270,91124,0,0,0,0,0,0
268,Магистр Жгучая Плеть,Сложность: обычная,11000,-12600,2,140932,91096,0,0,0,0,0,0
269,Старший механик Озвольд,Сложность: обычная,11000,-12600,2,140947,91097,0,0,0,0,0,0
270,Утилизатор ЭЛ4-Н0Р,Сложность: обычная,11000,-12600,2,140961,91098,0,0,0,0,0,0
271,Мордрил Удар Ночи,Сложность: обычная,11000,-12600,2,140973,91099,0,0,0,0,0,0
272,Делия Песнь Мглы,Сложность: обычная,11000,-12600,2,140985,91100,0,0,0,0,0,0
273,Фазовый клинок Талаша,Сложность: обычная,11000,-12600,2,140997,91101,0,0,0,0,0,0
274,Лезвие Нексуса Хадим,Сложность: обычная,11000,-12600,2,141009,91102,0,0,0,0,0,0
275,Джо'золо Разрушитель,Сложность: обычная,11000,-12600,2,141021,91103,0,0,0,0,0,0
276,Заду Кулак Налоракка,Сложность: обычная,11000,-12600,2,141033,91104,0,0,0,0,0,0
277,Коготь Джанали,Сложность: обычная,11000,-12600,2,141045,91105,0,0,0,0,0,0
278,Крыло Акил'зон,Сложность: обычная,11000,-12600,2,141057,91106,0,0,0,0,0,0
279,Следопыт Быстрый Бор,Сложность: обычная,11000,-12600,2,141069,91107,0,0,0,0,0,0
280,Лейтенант Огнекрыл,Сложность: обычная,11000,-12600,2,141081,91108,0,0,0,0,0,0
281,Петиолл Острый Лист,Сложность: обычная,11000,-12600,2,141093,91109,0,0,0,0,0,0
282,Ламина из Крипты,Сложность: обычная,11000,-12600,2,141105,91110,0,0,0,0,0,0
283,Верховный воздаятель Вурим,Сложность: обычная,11000,-12600,2,141117,91111,0,0,0,0,0,0
284,Рыцарь Люксия Максвелл,Сложность: обычная,11000,-12600,2,141129,91112,0,0,0,0,0,0
285,Претор Сингулярий,Сложность: обычная,11000,-12600,2,141141,91113,0,0,0,0,0,0
286,Консул Небулор,Сложность: обычная,11000,-12600,2,141153,91114,0,0,0,0,0,0
287,Палач Каэний,Сложность: обычная,11000,-12600,2,141165,91115,0,0,0,0,0,0
288,Император Энигмалиа,Сложность: обычная,11000,-12600,2,141177,91116,0,0,0,0,0,0
289,Странствующий рыцарь Кровавый Осколок,Сложность: обычная,11000,-12600,2,141189,91117,0,0,0,0,0,0
