ID,Name_lang,Description_lang,QuestID,PlayerConditionID
1,야만의 땅에 거점 수립,,0,0
18,칼날첨탑 성채 공성전,,0,0
19,워골 방어,,0,0
20,가나르의 복수,,0,0
21,천둥 골짜기,,0,0
22,천둥 고개 전투,,0,0
23,전초기지 건설,,0,0
24,샤트라스 전투,,0,0
25,아라코아의 역경,,0,0
26,아킨둔의 그림자 아래,,0,0
27,전쟁노래에 맞서,,0,0
28,전쟁노래에 맞서,,0,0
29,정령의 옥좌,,0,0
30,정령의 옥좌,,0,0
31,아킨둔의 그림자 아래,,0,0
32,샤트라스 전투,,0,0
33,전초기지 건설,,0,0
34,어둠이 드리운다,,0,0
35,제독 테일러의 주둔지,,0,0
36,제독 테일러의 주둔지,,0,0
37,갈퀴사제의 비밀,,0,0
38,아라크의 신,,0,0
39,야만의 땅에 거점 수립,,0,0
40,깨어난 어둠,,0,0
41,총독의 의회,,0,0
42,신록의 꽃,,0,0
43,달의 어두운 이면,,0,0
44,카라보르의 빛,,0,0
45,어스름의 끝,,0,0
46,에펙시스의 유산,,0,0
47,테로크의 전설,,0,0
48,도끼 야영지 건설,,0,0
49,남쪽항구 확보,,0,0
50,핀치휘슬 기계작업장,,0,0
51,까마귀가 해를 삼키면,,0,0
52,전초기지가 필요해,,0,0
53,주둔지 지원,,0,0
54,주둔지 지원,,0,0
55,거인의 땅에서,,0,0
56,거인의 땅에서,,0,0
57,거점 확보하기,,0,0
58,어둠의 발길을 따라서,,0,0
59,어둠의 발길을 따라서,,0,0
60,어둠의 문,,0,0
61,피눈물,,0,0
62,으스러진 손,,0,0
63,어둠달,,0,0
64,검은바위,,0,0
65,타나안 탈출,,0,0
68,강철 진입로,,0,0
69,강철 진입로,,0,0
70,주둔지 대장정,,0,0
71,주둔지 대장정,,0,0
82,해일석을 찾아서,,0,0
84,피눈물 부족,,0,0
85,피눈물 부족,,0,0
86,은빛 손,,0,0
87,파멸의 인도자,,0,0
89,강굽이,,0,0
90,군단을 물리칠 열쇠,,0,0
93,하늘뿔 부족,,0,0
94,군단 대장기술,,0,0
95,군단 채광,,0,0
96,군단 재봉술,,0,0
97,군단 연금술,,0,0
99,주둔지 대장정,,0,0
100,주둔지 대장정,,0,0
101,주둔지 대장정,,0,0
102,주둔지 대장정,,0,0
103,주둔지 대장정,,0,0
104,주둔지 대장정,,0,0
105,주둔지 대장정,,0,0
106,주둔지 대장정,,0,0
107,주둔지 대장정,,0,0
108,주둔지 대장정,,0,0
109,주둔지 대장정,,0,0
110,주둔지 대장정,,0,0
111,주둔지 대장정,,0,0
112,주둔지 대장정,,0,0
113,주둔지 대장정,,0,0
114,주둔지 대장정,,0,0
115,주둔지 대장정,,0,0
116,주둔지 대장정,,0,0
117,주둔지 대장정,,0,0
118,주둔지 대장정,,0,0
119,주둔지 대장정,,0,0
120,주둔지 대장정,,0,0
121,고어핀드,,0,0
122,고어핀드,,0,0
123,이스카르를 찾아서,,0,0
124,굴단의 최후,,0,0
125,이스카르를 찾아서,,0,0
126,굴단의 최후,,0,0
127,포세이큰 함대,,0,0
128,하늘불꽃호의 잔해,,0,0
129,힘의 시험,,0,0
130,그레이메인의 한 수,,0,0
131,그레이메인의 한 수,,0,0
132,의지의 시험,,0,0
