AreaName_lang,ID,OrderIndex,PlayerConditionID,AreaID
잃어버린 빛의 방,1,0,68604,9994
장인의 터,2,1,63282,8670
닻내림,3,0,63448,9401
흥청망청 소굴,4,0,63426,9617
물먹고 술먹고,5,0,5703,9617
헤이먼의 은신처,6,0,63291,8502
모래 주점,7,0,63292,8733
절규하는 구덩이,8,0,5703,9698
토르가의 선술집,9,0,63306,8502
고래배,10,0,63374,8567
일꾼 은신처,11,0,65214,5484
그롱의 굴,12,0,65990,9420
그롱의 굴,13,0,65990,8731
은신처,15,0,67602,9979
은신처,16,0,67602,8717
안두인의 분노호,17,0,67138,10454
여명항해자호,18,0,67139,10454
티핀의 선율호,19,0,67140,10454
사자심장호,20,0,67141,10454
사자심장호,21,0,67141,10455
티핀의 선율호,22,0,67140,10455
여명항해자호,23,0,67139,10455
안두인의 분노호,24,0,67138,10455
로아의 빛,25,0,68603,9994
미치광이 공작의 응접실,27,0,73061,10985
코스텔의 은신처,28,0,73506,10985
하수인의 장원,29,1,76787,10985
시초자의 권좌,30,0,78035,11466
의심의 성채,31,0,0,13311
제레크리스,42,0,85380,11462
누더기작업장,43,0,86352,13473
조르라무스,44,0,86354,13473
아르코반의 전당,45,0,87430,13400
고통의 방: 제이나,46,0,87491,13404
고통의 방: 스랄,47,0,87550,13413
춤의 고리,48,0,88819,11510
춤의 고리,49,0,88819,12244
춤의 고리,50,0,88819,12243
추방당한 자의 납골당,51,0,89786,13575
헌신의 사원,52,0,91076,11379
균열의 공간,53,0,91308,13196
균열의 공간,54,0,91308,11524
균열의 공간,55,0,91308,11528
균열의 공간,56,0,91308,11530
균열의 공간,57,0,91308,11400
균열의 공간,58,0,91308,13217
균열의 공간,59,0,91308,13216
균열의 공간,60,0,91308,13560
균열의 공간,61,0,91308,11526
균열의 공간,62,0,91308,13215
불손한 자의 굴,63,0,91308,13432
균열의 공간,64,0,91308,11525
균열의 공간,65,0,91308,13222
균열의 공간,66,0,91308,11529
균열의 공간,67,0,91308,13223
균열의 공간,68,0,91308,13437
균열의 공간,69,0,91308,13218
균열의 공간,70,0,91308,13491
균열의 공간,71,0,91308,13492
균열의 공간,72,0,91308,11527
균열의 공간,73,0,91308,13219
균열의 공간,74,0,91308,13221
균열의 공간,75,0,91308,13570
균열의 공간,76,0,91308,13624
균열의 공간,77,0,91308,13625
균열의 공간,78,0,91308,13626
균열의 공간,79,0,91308,13627
균열의 공간,80,0,91308,13628
균열의 공간,81,0,91308,13629
균열의 공간,82,0,91308,13630
균열의 공간,83,0,91308,13631
균열의 공간,84,0,91308,13666
균열의 공간,85,0,91308,13673
균열의 공간,86,0,91308,13677
균열의 공간,87,0,91308,13538
몰락한 왕의 고행,88,0,92820,13561
눈의 전망대,89,3,92897,13561
거품 목욕탕,90,0,102752,14158
나그네의 잠수지,91,0,105179,13646
지스케라 금고: 우르,92,0,105458,14619
지스케라 금고: 아즈,93,0,105457,14619
지스케라 금고,94,0,108147,14619
지스케라 금고: 킥스,95,0,106952,14619
지스케라 금고: 익스,96,0,105459,14619
열화의 야영지: 서리불꽃,97,3,109548,13892
열화의 야영지: 잿불바람,98,1,107864,13754
열화의 야영지: 서리불꽃,99,1,109548,13860
바위터전 폐허,100,0,111020,14875
장엄한 성곽,101,1,125385,15362
장엄한 성곽,103,1,125385,15364
위엄의 정원,104,1,125954,15365
승천의 권역,105,1,126053,15365
킬리자르 투기장,106,1,126056,15365
사업개발회사,107,0,127336,15351
사업개발회사,108,0,127336,15350
돈방석,109,0,128497,15347
