ID,AllowableRace,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,-1,낡은 쇼트소드,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,-1,구부러진 지팡이,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,-1,낡은 철퇴,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,-1,낡은 도끼,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,-1,훈련생용 셔츠,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,-1,훈련생용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,-1,훈련생용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,-1,지원자용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,-1,지원자용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,-1,지원자용 셔츠,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,-1,수습도적용 신발,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,-1,수습도적용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,-1,수습도적용 셔츠,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,-1,수련사용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,-1,수련사용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,-1,수련사용 셔츠,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,-1,수습생용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,-1,수습생용 로브,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,-1,수행사용 로브,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,-1,수행사용 신발,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,-1,두겹 조끼,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,-1,드워프족 가죽 바지,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,-1,드워프족 헝겊 무릎바지,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,-1,부드러운 모피 두른 신발,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,-1,더러운 가죽 조끼,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,-1,청부업자 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,-1,청부업자 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,-1,덫사냥꾼용 셔츠,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,-1,주름진 덫사냥꾼용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,-1,수습투사용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,-1,수습투사용 장화,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,-1,주름진 덫사냥꾼용 바지,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,-1,주름진 덫사냥꾼용 셔츠,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,-1,구식 킬트,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,-1,구식 어깨덧옷,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,-1,누더기 헝겊 조끼,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,-1,누더기 헝겊 바지,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,-1,누더기 헝겊 장화,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,-1,두꺼운 헝겊 조끼,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,-1,두꺼운 헝겊 바지,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,-1,두꺼운 헝겊 신발,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,-1,두꺼운 헝겊 장갑,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,-1,더러운 가죽 바지,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,-1,더러운 가죽 장화,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,-1,경화 가죽 갑옷,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,-1,경화 가죽 바지,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,-1,경화 가죽 장화,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,-1,경화 가죽 장갑,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,-1,미늘사슬 조끼,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,-1,미늘사슬 바지,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,-1,미늘사슬 장화,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,-1,명운검,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,-1,백성의 민병대 팔보호구,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,-1,누더기 헝겊 장갑,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,-1,더러운 가죽 장갑,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,-1,미늘사슬 장갑,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,-1,토끼 사육사 장갑,1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,-1,투사의 장갑,3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,-1,톱니모양 쇼트소드,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,-1,용아귀 쇼트소드,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,-1,복수의 쇼트소드,3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,-1,지하굴 곡괭이,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,-1,눈덮인 팔보호구,1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,-1,갈고리 철퇴,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,-1,보의 긴지팡이,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,-1,나무꾼 도끼,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,-1,원한의 단검,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,-1,코볼트의 도굴용 곡괭이,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,-1,놀의 돌망치,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,-1,견고한 전투망치,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,-1,삼림 감독관 도끼,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,-1,옹이진 물푸레나무 지팡이,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,-1,뜨개질한 덧신,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,-1,뜨개질한 장갑,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,-1,뜨개질한 바지,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,-1,뜨개질한 튜닉,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,-1,조잡한 가죽 장화,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,-1,조잡한 가죽 장갑,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,-1,조잡한 가죽 바지,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,-1,조잡한 가죽 조끼,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,-1,서슬피,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,-1,혹한의 망치,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,-1,깊은숲 도끼,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,-1,빛나는 미명나무 지팡이,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,-1,작은 손칼,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,-1,절단기 칼날,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,-1,갈퀴발 가죽 조끼,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,-1,갈퀴발 투사의 도끼,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,-1,뾰족한 가죽곤봉,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,-1,데피아즈단의 은색 허리띠,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
