ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
1,,50,0,0,0,0
2,가속 확정,1,2915,1,0,0
4,,3,2922,0,0,0
5,치명타 및 극대화 확정,6,2927,1,0,0
6,유연성 확정,7,2928,1,0,0
7,특화 확정,5,2929,1,0,0
8,"아이템 레벨을 117로, 요구 레벨을 55로 설정",29,3203,0,0,0
9,"아이템 레벨을 168로, 요구 레벨을 60으로 설정",46,3210,0,0,0
10,"아이템 레벨을 180으로, 요구 레벨을 60으로 설정",8,3210,0,0,0
11,아이템 레벨을 200으로 설정,8,3211,0,0,0
17,영약의 지속 시간 증가,44,2939,0,0,0
27,포만감의 지속 시간 증가,11,3000,0,0,0
30,적에게 화염 피해,17,3070,0,0,0
32,"아이템 레벨을 29로, 요구 레벨을 15로 설정",18,3204,0,0,0
34,"아이템 레벨을 65로, 요구 레벨을 25으로 설정",30,3205,0,0,0
36,"아이템 레벨을 94로, 요구 레벨을 35로 설정",31,3206,0,0,0
38,"아이템 레벨을 127로, 요구 레벨을 45로 설정",32,3207,0,0,0
39,"아이템 레벨을 163으로, 요구 레벨을 55로 설정",33,3208,0,0,0
58,낙하 피해 감소,41,3147,0,0,0
59,이동 속도 약간 증가,42,3148,0,0,0
61,수영 속도 증가,40,3152,0,0,0
62,적에게 냉기 피해,17,3153,0,0,0
64,투기장 혹은 전장에서 죽어도 포만감을 잃지 않음,38,3175,0,0,0
65,물품 제작 시 일정 확률로 숙련도 추가 상승,39,3176,0,0,0
66,홈 추가,35,3177,0,0,0
67,$@spelldesc332950,11,169,0,0,0
68,전역 퀘스트 완료 시 주 능력치 증가,37,3178,0,0,0
70,"아이템 레벨을 129로, 요구 레벨을 53으로 설정",29,3203,0,0,0
71,"아이템 레벨을 200으로, 요구 레벨을 60으로 설정",51,3211,0,0,0
72,"아이템 레벨을 165로, 요구 레벨을 57로 설정",29,3209,0,0,0
73,아이템 레벨을 165로 설정,29,3210,0,0,0
74,"아이템 레벨을 54로, 요구 레벨을 47로 설정",45,3208,0,0,0
75,"아이템 레벨을 56으로, 요구 레벨을 45로 설정",32,3207,0,0,0
76,"아이템 레벨을 43으로, 요구 레벨을 35로 설정",31,3206,0,0,0
77,"아이템 레벨을 33으로, 요구 레벨을 25로 설정",30,3205,0,0,0
78,"아이템 레벨을 23으로, 요구 레벨을 15로 설정",18,3204,0,0,0
79,"아이템 레벨을 87로, 요구 레벨을 50으로 설정",45,3265,0,0,0
80,아이템 레벨이 2 등급만큼 증가,50,0,0,0,2
81,"아이템 레벨을 230으로, 요구 레벨을 60으로 설정, 고유 장착 아이템: 어둠땅 제작 추가",52,3323,0,0,0
82,"아이템 레벨을 233으로, 요구 레벨을 60으로 설정",53,3444,0,0,0
83,"아이템 레벨을 262로, 요구 레벨을 60으로 설정, 고유 장착 아이템: 어둠땅 제작 추가",54,3445,0,0,0
84,아이템 레벨이 3 등급만큼 증가,55,0,0,0,3
85,능력 사용 시 대상 근처에 피해를 입히고 생명력을 회복시키는 자동기계 핵 생성,56,3448,0,0,0
86,광역회피 증가 및 피해를 받을 때 일정 확률로 생명력 회복,56,3449,0,0,0
87,적을 처치하고 경험치나 명예 점수를 얻으면 일정 확률로 추가 자원 획득,56,3450,0,0,0
88,능력 사용 시 일정 확률로 주변에 티끌을 생성하며 모으면 15초 동안 주 능력치 증가,56,3451,0,0,0
89,어둠땅에서 속도 및 지상 탈것 속도 증가,56,3452,0,0,0
90,"피해를 입으면 전기 불꽃 축적
5번 중첩 시 다음 공격자가 감전되어 우주 피해를 입음",56,3453,0,0,0
91,"적을 처치하면 20초 동안 가장 높은 보조 능력치 증가
최대 5번까지 중첩",56,3454,0,0,0
92,"영약, 비약, 포만감 효과 지속시간 50% 증가",56,3455,0,0,0
93,"아이템 레벨을 400으로, 요구 레벨을 70으로 설정",84,3510,0,0,0
94,,59,0,0,0,0
95,,60,0,0,0,0
96,,61,0,0,0,0
97,,62,0,0,0,0
98,,63,0,0,0,0
99,,64,0,0,0,0
100,,65,0,0,0,0
101,Set base ilevel to 51 (DNT),66,3137,0,0,0
102,Set base ilevel to 60 (DNT),67,3146,0,0,0
103,No Effect on this test finishing reagent (DNT),68,0,0,0,0
104,No Effect on this test finishing reagent (DNT),69,0,0,0,0
105,"갑옷에 뾰족한 가시 추가
고유 장착 아이템: 장식 (2) 추가",87,3600,0,0,0
106,,71,0,0,0,0
107,1 등급 제조법의 아이템 레벨을 249로 설정합니다.,83,0,0,0,4
109,,72,0,0,0,0
110,,74,0,0,0,0
111,,75,0,0,0,0
112,,73,0,0,0,0
113,,78,0,0,0,0
114,,77,0,0,0,0
115,,76,0,0,0,0
116,,79,0,0,0,0
117,,80,0,0,0,0
118,,81,0,0,0,0
119,,89,0,0,0,0
120,,90,0,0,0,0
121,,91,0,0,0,0
122,,92,0,0,0,0
123,,93,0,0,0,0
124,,94,0,0,0,0
125,,95,0,0,0,0
126,,96,0,0,0,0
