ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
1,가속 지정,희귀 및 전설 등급 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
3,TEST ONLY,,1,0,0
5,특화 지정,희귀 및 전설 등급 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
6,치명타 및 극대화 지정,희귀 및 전설 등급 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
7,유연성 지정,희귀 및 전설 등급 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
8,아이템 레벨 증가,,0,0,0
11,느슨한 허리띠,,0,0,0
15,카드 지정,,0,0,0
17,사용,,1,0,0
18,아이템 레벨 증가,현재 확장팩 이전의 각종 장비 제작법,0,0,0
25,기타,,0,0,0
29,아이템 레벨 설정,대부분의 어둠땅 장비 제작법입니다.,0,0,0
30,아이템 레벨 증가,현재 확장팩 이전의 각종 장비 제작법,0,0,0
31,아이템 레벨 증가,현재 확장팩 이전의 각종 장비 제작법,0,0,0
32,아이템 레벨 증가,현재 확장팩 이전의 각종 장비 제작법,0,0,0
33,아이템 레벨 증가,현재 확장팩 이전의 각종 장비 제작법,0,0,0
35,엘레튬 장식,,0,0,0
36,여기 메시지 표시,,1,0,0
37,괴저전하 초소형 축전기,,0,0,0
38,강화된 요대,,0,0,0
39,장인의 주머니,,0,0,0
40,수력학 가속기,,0,0,0
41,호화로운 깃털,,0,0,0
42,그늘진 토끼 발,,0,0,0
44,연금술사의 주머니,,0,0,0
45,아이템 레벨 설정,대부분의 어둠땅 방어구와 장신구 제작법입니다.,0,0,0
46,아이템 레벨 증가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
50,아이템 레벨 설정,전설로 거듭날 만한 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
51,아이템 레벨 증가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
52,아이템 레벨 증가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
53,아이템 레벨 증가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
54,아이템 레벨 증가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
55,아이템 레벨 설정,전설로 거듭날 만한 방어구와 장신구를 만들 수 있는 어둠땅 제작법입니다.,0,0,0
56,창시자 핵 추가,희귀(파란색) 방어구와 장신구를 만들 수 있는 어둠땅 제작법,0,0,0
57,Test Ore,,1,20,1
59,드라코니움 광석,,0,10,1
60,카즈고라이트 광석,,0,14,1
61,세레바이트 광석,,0,3,1
62,원시 용암 합금,,0,48,1
63,서리불꽃 합금,,0,48,1
64,흑요석 작열 합금,,0,78,1
65,분노의 합금,,0,33,1
66,Test Optional Reagent with Quality 01,Most Dragon Isles Test with Recipes. (DNT),0,0,0
67,Test Optional Reagent with Quality 02,Most Dragon Isles Test with Recipes. (DNT),0,0,0
68,Test Finishing Reagent,Test finishing reagent slot (DNT),0,0,2
69,Test Finishing Reagent with Quality 01,Test finishing reagent slot (DNT),0,0,2
71,장대꽃,,0,3,1
72,용의 약병,,0,11,1
73,다년초,,0,6,1
74,거품 백일홍,,0,6,1
75,격통껍질,,0,6,1
76,힘의 정기 물약,,0,22,1
77,옴니움 드라코니스,,0,12,1
78,원시 융합 유도제,,0,39,1
79,미온한 유연성의 약병,,0,32,1
80,정기 혼돈의 약병,,0,35,1
81,얼어붙은 집중의 물약,,0,21,1
83,아이템 레벨 설정,전설로 거듭날 만한 방어구와 장신구를 만들 수 있는 1 등급 어둠땅 제작법입니다.,0,0,0
84,10.0 Optional Reagent - Season 1 - End Game Upgrade,창의성의 불꽃을 활용하는 용의 섬 영웅급 장비 제작법,0,0,0
85,강화 장갑,Used with Dragon Isles crafted gear for Cantrip. (DNT),0,0,0
87,방어구 쐐기,장식되지 않은 대부분의 영웅급 방어구를 만들 수 있는 용의 섬 제작법,0,10,0
88,10.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,대부분의 희귀(파란색) 방어구와 장신구를 만들 수 있는 용의 섬 제작법,0,0,0
89,덧없는 힘의 정기 물약,,0,0,1
90,미심쩍게 포근한 음료,,0,0,1
91,푸카의 가마솥,,0,42,1
92,폭풍의 눈의 약병,,0,35,1
93,정적인 바람의 약병,,0,35,1
94,차디찬 보존의 약병,,0,36,1
95,타락한 분노의 얼어붙은 약병,,0,36,1
96,충전된 고립의 약병,,0,36,1
97,준비의 산뜻한 약병,,0,0,1
98,변함없는 강화의 약병,,0,33,1
99,능숙함의 공기 약병,,0,17,1
100,기교의 끓어오르는 약병,,0,17,1
101,기민함의 충전된 약병,,0,32,1
102,얼어붙은 필멸의 물약,,0,27,1
103,인지력의 수정 약병,,0,17,1
104,병에 담긴 부패물,,0,25,1
106,냉혹한 청명의 물약,,0,23,1
108,잔존하는 신경 집중 촉매제,,0,23,1
109,섬세한 포자 정지체,,0,23,1
110,원기회복의 치유 물약,,0,11,1
111,궁극의 힘의 정기 물약,,0,32,1
112,공기의 마나 물약,,0,14,1
114,고요한 미풍의 물약,,0,21,1
115,돌풍의 물약,,0,20,1
116,충격적인 폭로의 물약,,0,20,1
118,힘의 물약 가마솥,,0,691,1
119,궁극의 힘의 물약 가마솥,,0,946,1
120,지혜의 향,,0,29,1
121,최면의 향,,0,14,1
122,기세의 향,,0,14,1
123,열의의 향,,0,14,1
124,덧없는 궁극의 힘의 정기 물약,,0,0,1
125,안정적인 액체 드라코니움,여러 용의 섬 대장기술 및 사슬 방어구 제작법,0,0,2
126,혈족의 염분,여러 용의 섬 연금술 및 가죽 방어구 제작법,0,0,2
127,격통불꽃 기름,여러 용의 섬 대장기술 및 가죽세공 방어구 제작법,0,0,2
128,교반식 물약 증강제,용의 섬 연금술 물약 조제법,0,0,2
129,반응성 약병 보충제,용의 섬 연금술 약병 조제법,0,0,2
130,물약 흡수 지연제,장식되지 않은 대부분의 영웅급 장비를 만들 수 있는 용의 섬 제작법,0,0,0
131,연금술 향신료 주머니,장식되지 않은 대부분의 영웅급 장비를 만들 수 있는 용의 섬 제작법,0,0,0
133,명민한 통찰,무척이나 섬세하고 어려운 용의 섬 제작법,0,0,2
134,하급 명민한 통찰,작고 단순한 아이템을 위한 용의 섬 제작법,0,0,2
135,"치명타 및 극대화, 가속 지정",여러 용의 섬 장비 제작법,0,0,0
137,여왕의 루비,,0,25,1
138,신비로운 사파이어,,0,25,1
139,영롱한 에메랄드,,0,25,1
140,분리된 오닉스,,0,25,1
141,영원의 호박석,,0,15,1
142,알렉스트라자이트,,0,108,1
143,말리가이트,,0,108,1
144,이세메랄드,,0,108,1
145,넬타라이트,,0,108,1
146,노즈도라이트,,0,88,1
147,무한의 다이아몬드,,0,254,1
149,테 없는 렌즈,,0,26,1
151,매끈한 돌,,0,21,1
152,말소의 모래,대부분의 용의 섬 주문각인 제작법,0,0,2
153,가루,대부분의 용의 섬 주문각인 제작법,0,0,2
154,일렁이는 죔쇠,,0,20,1
155,투영의 분광경,,0,31,1
156,탄력 있는 가죽,,0,2,1
157,견고한 비늘,,0,2,1
158,두꺼운 가죽,,0,31,1
159,반짝이는 비늘 생가죽,,0,31,1
160,분노의 생가죽,,0,42,1
161,분노의 비늘,,0,42,1
162,죽음한기 가죽,,1,45,1
163,마른갈이 비늘,,1,45,1
170,대지광채 비늘,,0,45,1
171,얼음이빨 비늘,,0,45,1
172,수렁진창 가죽,,0,45,1
173,바위껍질 가죽,,0,45,1
175,고운 보석 가루,,0,20,1
176,정령의 조화,,0,291,1
364,연마용 광택천,대부분의 용의 섬 보석세공 제작법,0,0,2
365,영롱한 광택천,대부분의 용의 섬 보석세공 제작법,0,0,2
366,이글거리는 자수 실타래,대부분의 용의 섬 재봉술 자수 및 의복 제작법,0,0,2
367,오색 자수 실타래,대부분의 용의 섬 재봉술 자수 및 의복 제작법,0,0,2
368,일렁이는 자수 실타래,대부분의 용의 섬 재봉술 자수 및 의복 제작법,0,0,2
369,영롱한 마법실타래,,0,123,1
370,서리 마법실타래,,0,218,1
371,시간의 마법실타래,,0,218,1
372,푸른 비단 안감,장식되지 않은 대부분의 영웅급 장비를 만들 수 있는 용의 섬 제작법,0,0,0
373,핏빛 조각보,대부분의 용의 섬 특별 개조 - 핏빛 조각보 핏빛 제작법,0,0,0
374,청동 손잡이 싸개,장식되지 않은 대부분의 영웅급 무기와 보조 장비를 만들 수 있는 용의 섬 제작법,0,0,0
375,야생천 두루마리,,0,9,1
376,하늘매듭 두루마리,,0,117,1
377,시간천 두루마리,,0,117,1
378,영롱한 야생천 두루마리,,0,54,1
379,분노의 야생천 두루마리,,0,29,1
380,원시직조 실타래,,0,4,1
388,유연성과 특화 지정,여러 용의 섬 장비 제작법,0,0,0
389,특화와 가속 지정,여러 용의 섬 장비 제작법,0,0,0
390,유연성과 가속 지정,여러 용의 섬 장비 제작법,0,0,0
391,치명타 및 극대화와 특화 지정,여러 용의 섬 장비 제작법,0,0,0
392,유연성과 치명타 및 극대화 지정,여러 용의 섬 장비 제작법,0,0,0
